DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/31/2017,8:00,,,40.89153,-73.901,"(40.89153, -73.901)",TIBBETT AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781110,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:00,BRONX,10451,40.823853,-73.91275,"(40.823853, -73.91275)",,,432       EAST 161 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3780939,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,8:00,BROOKLYN,11237,40.707016,-73.92122,"(40.707016, -73.92122)",,,294       STARR STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3781083,SPORT UTILITY / STATION WAGON,,,,
10/31/2017,8:00,,,40.738823,-73.8075,"(40.738823, -73.8075)",HORACE HARDING EXPRESSWAY,161 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780578,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:00,,,40.678413,-73.968605,"(40.678413, -73.968605)",VANDERBILT AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780889,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:00,,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780555,PASSENGER VEHICLE,,,,
10/31/2017,8:00,MANHATTAN,10032,40.840473,-73.9353,"(40.840473, -73.9353)",EDGECOMBE AVENUE,JUMEL PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780608,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:00,,,40.89153,-73.901,"(40.89153, -73.901)",TIBBETT AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781110,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:00,BRONX,10451,40.823853,-73.91275,"(40.823853, -73.91275)",,,432       EAST 161 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3780939,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,8:14,QUEENS,11354,40.76536,-73.82787,"(40.76536, -73.82787)",35 AVENUE,UNION STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780475,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:15,,,40.684082,-73.90864,"(40.684082, -73.90864)",BUSHWICK AVENUE,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3781081,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,8:15,QUEENS,11372,40.75489,-73.89164,"(40.75489, -73.89164)",,,75-20     NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781036,BU,PICK-UP TRUCK,,,
10/31/2017,8:15,,,,,,,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3780642,SPORT UTILITY / STATION WAGON,CB,,,
10/31/2017,8:15,,,40.684082,-73.90864,"(40.684082, -73.90864)",BUSHWICK AVENUE,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3781081,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,8:19,QUEENS,11375,,,,69 AVENUE,CLYDE STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780632,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:20,,,40.691967,-73.78251,"(40.691967, -73.78251)",SAYRES AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780840,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:20,QUEENS,11368,40.753113,-73.86,"(40.753113, -73.86)",108 STREET,37 DRIVE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781037,PASSENGER VEHICLE,,,,
10/31/2017,8:23,,,40.879253,-73.91996,"(40.879253, -73.91996)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781111,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:25,,,40.714527,-73.97481,"(40.714527, -73.97481)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781916,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:25,,,40.805073,-73.92331,"(40.805073, -73.92331)",WILLIS AVENUE BRIDGE APPROACH,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780587,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:30,BRONX,10456,40.8375,-73.91061,"(40.8375, -73.91061)",EAST 170 STREET,COLLEGE AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3780619,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:30,MANHATTAN,10023,40.776814,-73.977356,"(40.776814, -73.977356)",,,49        WEST 72 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3780832,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:30,,,40.77246,-73.96494,"(40.77246, -73.96494)",EAST 73 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780374,SPORT UTILITY / STATION WAGON,,,,
10/31/2017,8:30,,,40.84482,-73.837,"(40.84482, -73.837)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781619,PASSENGER VEHICLE,,,,
10/31/2017,8:31,,,,,,,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3780992,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:33,BRONX,10451,40.816433,-73.92206,"(40.816433, -73.92206)",,,297       EAST 148 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,3781210,PASSENGER VEHICLE,,,,
10/31/2017,8:35,MANHATTAN,10000,40.777023,-73.96394,"(40.777023, -73.96394)",,,2         TRANSVERSE ROAD NUMBER TWO,0,0,0,0,0,0,0,0,Unspecified,,,,,3781142,TAXI,LL,,,
10/31/2017,8:36,,,40.62938,-74.017815,"(40.62938, -74.017815)",7 AVENUE,72 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780812,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:40,STATEN ISLAND,10305,40.611355,-74.07593,"(40.611355, -74.07593)",,,48        REYNOLDS STREET,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3780527,PASSENGER VEHICLE,,,,
10/31/2017,8:40,,,40.652695,-73.886406,"(40.652695, -73.886406)",FLATLANDS AVENUE,,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,3780503,PASSENGER VEHICLE,,,,
10/31/2017,8:45,QUEENS,11365,,,,utopia parkway,UNDERHILL AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3780560,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:45,,,40.76975,-73.96061,"(40.76975, -73.96061)",3 AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3780640,SPORT UTILITY / STATION WAGON,TAXI,,,
10/31/2017,8:45,MANHATTAN,10016,40.739567,-73.97704,"(40.739567, -73.97704)",,,335       EAST 27 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3780379,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,8:45,,,,,,HORACE HARDING EXPRESSWAY,MAIN STREET,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3780381,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:45,MANHATTAN,10031,40.822018,-73.95368,"(40.822018, -73.95368)",WEST 138 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781311,BU,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:45,MANHATTAN,10009,40.732727,-73.97451,"(40.732727, -73.97451)",AVENUE C,EAST 20 STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3781274,SPORT UTILITY / STATION WAGON,,,,
10/31/2017,8:45,QUEENS,11365,,,,utopia parkway,UNDERHILL AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3780560,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,8:45,,,40.76975,-73.96061,"(40.76975, -73.96061)",3 AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3780640,SPORT UTILITY / STATION WAGON,TAXI,,,
10/31/2017,8:53,BRONX,10451,40.815342,-73.93067,"(40.815342, -73.93067)",EAST 140 STREET,GERARD AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3780520,PASSENGER VEHICLE,FB,,,
10/31/2017,8:54,BRONX,10467,40.86778,-73.8615,"(40.86778, -73.8615)",ARNOW AVENUE,BRONXWOOD AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3781805,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:00,QUEENS,11101,40.74447,-73.93148,"(40.74447, -73.93148)",,,33-10     QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781583,TRAIL,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:00,,,40.81044,-73.92488,"(40.81044, -73.92488)",ALEXANDER AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780598,SPORT UTILITY / STATION WAGON,TK,,,
10/31/2017,9:00,,,40.66929,-73.842445,"(40.66929, -73.842445)",GRAND CENTRAL PARKWAY,MIDLAND PARKWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3780568,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:00,MANHATTAN,10036,40.75812,-73.98791,"(40.75812, -73.98791)",,,260       WEST 44 STREET,1,0,0,0,0,0,1,0,Unspecified,,,,,3780604,SPORT UTILITY / STATION WAGON,,,,
10/31/2017,9:00,MANHATTAN,10028,40.772705,-73.949486,"(40.772705, -73.949486)",EAST 81 STREET,YORK AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3780372,CONV,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:00,,,40.66929,-73.842445,"(40.66929, -73.842445)",NORTH CONDUIT AVENUE,CROSS BAY BOULEVARD,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3780727,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:00,,,40.76945,-73.79019,"(40.76945, -73.79019)",JORDAN STREET,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3780629,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/31/2017,9:00,BROOKLYN,11215,40.67034,-73.98873,"(40.67034, -73.98873)",4 AVENUE,9 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780890,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,9:00,QUEENS,11101,40.74447,-73.93148,"(40.74447, -73.93148)",,,33-10     QUEENS BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781583,TRAIL,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:01,BROOKLYN,11223,40.603687,-73.976906,"(40.603687, -73.976906)",WEST 4 STREET,HIGHLAWN AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3780541,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,9:07,QUEENS,11106,40.762074,-73.91869,"(40.762074, -73.91869)",37 STREET,31 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3780368,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,9:10,QUEENS,11372,40.75053,-73.876884,"(40.75053, -73.876884)",90 STREET,37 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3781039,TAXI,,,,
10/31/2017,9:10,,,40.585682,-73.97441,"(40.585682, -73.97441)",SHELL ROAD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3782103,SPORT UTILITY / STATION WAGON,,,,
10/31/2017,9:13,,,,,,VANWYCK EXPRESSWAY,Perimeter Road,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3780546,PICK-UP TRUCK,,,,
10/31/2017,9:14,BRONX,10469,40.865128,-73.838875,"(40.865128, -73.838875)",ALLERTON AVENUE,KINGSLAND AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3781635,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:14,BROOKLYN,11230,40.61462,-73.968666,"(40.61462, -73.968666)",OCEAN PARKWAY,AVENUE N,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3781260,VAN T,PASSENGER VEHICLE,,,
10/31/2017,9:14,BRONX,10469,40.865128,-73.838875,"(40.865128, -73.838875)",ALLERTON AVENUE,KINGSLAND AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3781635,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:15,,,40.577995,-73.95964,"(40.577995, -73.95964)",BRIGHTON BEACH AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780978,BU,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:15,BROOKLYN,11237,40.690834,-73.90435,"(40.690834, -73.90435)",KNICKERBOCKER AVENUE,COOPER STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3781087,DP,PASSENGER VEHICLE,,,
10/31/2017,9:16,,,40.604153,-74.05198,"(40.604153, -74.05198)",,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,3782345,TAXI,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
10/31/2017,9:20,QUEENS,11432,40.71759,-73.79648,"(40.71759, -73.79648)",GRAND CENTRAL PARKWAY,169 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3781503,PASSENGER VEHICLE,,,,
10/31/2017,9:20,,,40.674175,-73.81975,"(40.674175, -73.81975)",LEFFERTS BOULEVARD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781510,BU,PASSENGER VEHICLE,,,
10/31/2017,9:25,,,40.879333,-73.85991,"(40.879333, -73.85991)",EAST 215 STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780678,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,9:26,,,40.666348,-73.76093,"(40.666348, -73.76093)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3780547,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:26,,,40.666348,-73.76093,"(40.666348, -73.76093)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3780547,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:28,STATEN ISLAND,10314,40.613075,-74.12257,"(40.613075, -74.12257)",VICTORY BOULEVARD,MANOR ROAD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780944,PASSENGER VEHICLE,,,,
10/31/2017,9:29,,,,,,SEAGIRT BOULEVARD,FERNSIDE PLACE,,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,,,,3780987,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,9:30,BRONX,10466,40.894314,-73.86027,"(40.894314, -73.86027)",EAST 233 STREET,CARPENTER AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3780679,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,9:30,BRONX,10455,40.816307,-73.90806,"(40.816307, -73.90806)",WESTCHESTER AVENUE,JACKSON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3780588,SPORT UTILITY / STATION WAGON,,,,
10/31/2017,9:30,,,40.7549,-73.74548,"(40.7549, -73.74548)",,,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3781182,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:30,STATEN ISLAND,10308,40.548,-74.15248,"(40.548, -74.15248)",SCARSDALE STREET,SCHOOL STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3780716,SPORT UTILITY / STATION WAGON,,,,
10/31/2017,9:30,,,40.68145,-73.83354,"(40.68145, -73.83354)",107 AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3781124,TAXI,,,,
10/31/2017,9:35,,,40.701763,-73.81618,"(40.701763, -73.81618)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3781183,TK,PASSENGER VEHICLE,,,
10/31/2017,9:35,BRONX,10459,40.818893,-73.89229,"(40.818893, -73.89229)",BRUCKNER BOULEVARD,BARRETTO STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3780952,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,9:35,BRONX,10472,40.8283,-73.88296,"(40.8283, -73.88296)",BRONX RIVER AVENUE,WESTCHESTER AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3781031,GG,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:36,MANHATTAN,10017,,,,5 AVENUE,WEST 47 STREET,,1,0,0,0,1,0,0,0,Tire Failure/Inadequate,,,,,3781240,BICYCLE,,,,
10/31/2017,9:39,QUEENS,11364,,,,77 avenue,220 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inattention/Distraction,,,,3780565,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:40,BROOKLYN,11230,40.62179,-73.970024,"(40.62179, -73.970024)",OCEAN PARKWAY,AVENUE K,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3781271,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/31/2017,9:45,,,40.75532,-73.969604,"(40.75532, -73.969604)",EAST 50 STREET,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780477,BICYCLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:45,,,,,,DOUGLASTON PARKWAY,HORACE HARDING EXPRESSWAY,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,3780584,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,9:45,QUEENS,11428,40.715145,-73.74935,"(40.715145, -73.74935)",JAMAICA AVENUE,211 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780537,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,9:50,BROOKLYN,11237,40.701874,-73.92373,"(40.701874, -73.92373)",,,291       KNICKERBOCKER AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3781082,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:50,,,40.726357,-73.76388,"(40.726357, -73.76388)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3781734,CONV,SPORT UTILITY / STATION WAGON,,,
10/31/2017,9:50,BROOKLYN,11219,40.623703,-74.0039,"(40.623703, -74.0039)",BAY RIDGE AVENUE,13 AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3780811,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,9:55,QUEENS,11375,40.737953,-73.85109,"(40.737953, -73.85109)",HORACE HARDING EXPRESSWAY,PENROD STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780549,PASSENGER VEHICLE,,,,
10/31/2017,9:55,MANHATTAN,10020,40.75881,-73.97783,"(40.75881, -73.97783)",,,15        WEST 50 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3782350,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,10:00,,,40.737534,-73.99728,"(40.737534, -73.99728)",WEST 14 STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3780989,PASSENGER VEHICLE,TK,,,
10/31/2017,10:00,QUEENS,11385,,,,Myrtle Ave,cooper avenue,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,,3780649,PICK-UP TRUCK,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
10/31/2017,10:00,,,,,,ROCKAWAY BOULEVARD,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,,,,3780610,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,10:00,QUEENS,11378,40.72621,-73.920525,"(40.72621, -73.920525)",48 STREET,56 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781586,DS,PASSENGER VEHICLE,,,
10/31/2017,10:00,,,40.737534,-73.99728,"(40.737534, -73.99728)",WEST 14 STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3780989,PASSENGER VEHICLE,TK,,,
10/31/2017,10:05,,,,,,WEST BEDFORD PARK BOULEVARD,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Backing Unsafely,,,,3780713,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/31/2017,10:05,,,40.72225,-74.00592,"(40.72225, -74.00592)",CANAL STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Passenger Distraction,Following Too Closely,,,,3780919,PASSENGER VEHICLE,TK,,,
10/31/2017,10:06,BROOKLYN,11223,,,,W 9th Street,Highlawn Ave,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,3780819,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,10:08,,,,,,DEAN STEET,VANDERBILT,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780885,SPORT UTILITY / STATION WAGON,TAXI,,,
10/31/2017,10:10,MANHATTAN,10031,40.82067,-73.95467,"(40.82067, -73.95467)",,,3359      BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781310,TAXI,SPORT UTILITY / STATION WAGON,,,
10/31/2017,10:20,QUEENS,11433,40.704926,-73.77982,"(40.704926, -73.77982)",180 STREET,104 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3781136,PASSENGER VEHICLE,BU,,,
10/31/2017,10:20,,,40.680252,-73.94713,"(40.680252, -73.94713)",FULTON STREET,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3780540,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/31/2017,10:24,,,40.749878,-73.93711,"(40.749878, -73.93711)",QUEENS PLAZA NORTH,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3780505,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,10:25,MANHATTAN,10012,40.72457,-73.9997,"(40.72457, -73.9997)",,,112       GREENE STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780913,TK,PASSENGER VEHICLE,,,
10/31/2017,10:25,,,,,,GRAND CENTRAL PARKWAY,69 ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780516,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,10:29,MANHATTAN,10065,40.76661,-73.965,"(40.76661, -73.965)",EAST 66 STREET,LEXINGTON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3781015,DS,SPORT UTILITY / STATION WAGON,,,
10/31/2017,10:30,,,,,,LONG ISLAND EXPRESSWAY,74 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780667,SPORT UTILITY / STATION WAGON,TK,,,
10/31/2017,10:30,,,40.660656,-73.885796,"(40.660656, -73.885796)",LINDEN BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781016,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/31/2017,10:30,QUEENS,11432,40.721226,-73.78069,"(40.721226, -73.78069)",GRAND CENTRAL PARKWAY,KENT STREET,,1,0,0,0,0,0,1,0,Drugs (Illegal),,,,,3781507,PASSENGER VEHICLE,,,,
10/31/2017,10:30,BROOKLYN,11216,40.678963,-73.954155,"(40.678963, -73.954155)",ATLANTIC AVENUE,BEDFORD PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3780524,PASSENGER VEHICLE,MOTORCYCLE,,,
10/31/2017,10:30,BROOKLYN,11218,40.647694,-73.98037,"(40.647694, -73.98037)",FORT HAMILTON PARKWAY,MC DONALD AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3780641,TK,AM,,,
10/31/2017,10:35,,,,,,,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,3780680,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/31/2017,10:35,,,40.805557,-73.912415,"(40.805557, -73.912415)",JACKSON AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3780590,TAXI,PICK-UP TRUCK,,,
10/31/2017,10:40,,,40.701763,-73.81618,"(40.701763, -73.81618)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention/Distraction,,,,3781184,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
