,Cell,CompType,Count
5946,2322,Derelict Vehicles,26
5947,2323,Derelict Vehicles,9
5948,2324,Derelict Vehicles,37
5949,2417,Derelict Vehicles,12
5950,2418,Derelict Vehicles,34
5951,2419,Derelict Vehicles,36
5952,2420,Derelict Vehicles,24
5953,2421,Derelict Vehicles,24
5954,2422,Derelict Vehicles,20
5955,2423,Derelict Vehicles,14
5956,2424,Derelict Vehicles,6
5957,2517,Derelict Vehicles,7
5958,2518,Derelict Vehicles,29
5959,2519,Derelict Vehicles,70
5960,2520,Derelict Vehicles,71
5961,2521,Derelict Vehicles,41
5962,2522,Derelict Vehicles,43
5963,2523,Derelict Vehicles,13
5964,2524,Derelict Vehicles,3
5965,2525,Derelict Vehicles,1
5966,2526,Derelict Vehicles,5
5967,2617,Derelict Vehicles,2
5968,2618,Derelict Vehicles,16
5969,2619,Derelict Vehicles,11
5970,2620,Derelict Vehicles,27
5971,2621,Derelict Vehicles,11
5972,2622,Derelict Vehicles,33
5973,2623,Derelict Vehicles,11
5974,2625,Derelict Vehicles,8
5975,2718,Derelict Vehicles,1
5976,2719,Derelict Vehicles,25
5977,2720,Derelict Vehicles,7
5978,2721,Derelict Vehicles,26
5979,2722,Derelict Vehicles,98
5980,2723,Derelict Vehicles,31
5981,2819,Derelict Vehicles,6
5982,2820,Derelict Vehicles,1
5983,2821,Derelict Vehicles,16
5984,2822,Derelict Vehicles,60
5985,2823,Derelict Vehicles,75
5986,2824,Derelict Vehicles,2
5987,2919,Derelict Vehicles,5
5988,2921,Derelict Vehicles,5
5989,2922,Derelict Vehicles,57
5990,0,Dirty Conditions,44
5991,1,Dirty Conditions,2
5992,100,Dirty Conditions,10
5993,101,Dirty Conditions,14
5994,102,Dirty Conditions,14
5995,103,Dirty Conditions,5
5996,104,Dirty Conditions,5
5997,200,Dirty Conditions,1
5998,201,Dirty Conditions,11
5999,202,Dirty Conditions,16
6000,203,Dirty Conditions,8
6001,204,Dirty Conditions,17
6002,205,Dirty Conditions,21
6003,206,Dirty Conditions,7
6004,301,Dirty Conditions,7
6005,302,Dirty Conditions,16
6006,303,Dirty Conditions,24
6007,304,Dirty Conditions,32
6008,305,Dirty Conditions,38
6009,306,Dirty Conditions,13
6010,307,Dirty Conditions,3
6011,402,Dirty Conditions,5
6012,403,Dirty Conditions,15
6013,404,Dirty Conditions,58
6014,405,Dirty Conditions,22
6015,406,Dirty Conditions,27
6016,407,Dirty Conditions,24
6017,408,Dirty Conditions,80
6018,418,Dirty Conditions,1
6019,504,Dirty Conditions,5
6020,505,Dirty Conditions,11
6021,506,Dirty Conditions,14
6022,507,Dirty Conditions,34
6023,508,Dirty Conditions,58
6024,509,Dirty Conditions,33
6025,513,Dirty Conditions,9
6026,514,Dirty Conditions,56
6027,515,Dirty Conditions,40
6028,516,Dirty Conditions,103
6029,517,Dirty Conditions,12
6030,521,Dirty Conditions,25
6031,522,Dirty Conditions,44
6032,523,Dirty Conditions,36
6033,603,Dirty Conditions,16
6034,604,Dirty Conditions,2
6035,605,Dirty Conditions,55
6036,606,Dirty Conditions,5
6037,608,Dirty Conditions,38
6038,609,Dirty Conditions,36
6039,610,Dirty Conditions,38
6040,614,Dirty Conditions,39
6041,615,Dirty Conditions,46
6042,616,Dirty Conditions,158
6043,617,Dirty Conditions,127
6044,618,Dirty Conditions,34
6045,622,Dirty Conditions,1
6046,623,Dirty Conditions,13
6047,624,Dirty Conditions,55
6048,625,Dirty Conditions,35
6049,626,Dirty Conditions,5
6050,627,Dirty Conditions,10
6051,703,Dirty Conditions,1
6052,704,Dirty Conditions,12
6053,705,Dirty Conditions,12
6054,706,Dirty Conditions,24
6055,707,Dirty Conditions,23
6056,708,Dirty Conditions,12
6057,709,Dirty Conditions,57
6058,710,Dirty Conditions,25
6059,713,Dirty Conditions,54
6060,714,Dirty Conditions,107
6061,715,Dirty Conditions,147
6062,716,Dirty Conditions,178
6063,717,Dirty Conditions,76
6064,718,Dirty Conditions,24
6065,719,Dirty Conditions,6
6066,724,Dirty Conditions,16
6067,725,Dirty Conditions,22
6068,726,Dirty Conditions,6
6069,727,Dirty Conditions,61
6070,728,Dirty Conditions,43
6071,803,Dirty Conditions,1
6072,804,Dirty Conditions,6
6073,805,Dirty Conditions,37
6074,806,Dirty Conditions,38
6075,807,Dirty Conditions,23
6076,808,Dirty Conditions,27
6077,809,Dirty Conditions,94
6078,810,Dirty Conditions,36
6079,811,Dirty Conditions,1
6080,812,Dirty Conditions,90
6081,813,Dirty Conditions,69
6082,814,Dirty Conditions,157
6083,815,Dirty Conditions,174
6084,816,Dirty Conditions,145
6085,817,Dirty Conditions,126
6086,818,Dirty Conditions,84
6087,819,Dirty Conditions,43
6088,824,Dirty Conditions,3
6089,827,Dirty Conditions,10
6090,828,Dirty Conditions,2
6091,904,Dirty Conditions,13
6092,905,Dirty Conditions,149
6093,906,Dirty Conditions,82
6094,907,Dirty Conditions,112
6095,908,Dirty Conditions,41
6096,909,Dirty Conditions,106
6097,910,Dirty Conditions,6
6098,911,Dirty Conditions,2
6099,912,Dirty Conditions,127
6100,913,Dirty Conditions,106
6101,914,Dirty Conditions,125
6102,915,Dirty Conditions,135
6103,916,Dirty Conditions,117
6104,917,Dirty Conditions,111
6105,918,Dirty Conditions,111
6106,919,Dirty Conditions,74
6107,920,Dirty Conditions,15
6108,1004,Dirty Conditions,11
6109,1005,Dirty Conditions,37
6110,1006,Dirty Conditions,58
6111,1007,Dirty Conditions,34
6112,1008,Dirty Conditions,19
6113,1009,Dirty Conditions,94
6114,1010,Dirty Conditions,1
6115,1012,Dirty Conditions,36
6116,1013,Dirty Conditions,143
6117,1014,Dirty Conditions,84
6118,1015,Dirty Conditions,163
6119,1016,Dirty Conditions,163
6120,1017,Dirty Conditions,159
6121,1018,Dirty Conditions,115
6122,1019,Dirty Conditions,127
6123,1020,Dirty Conditions,52
6124,1022,Dirty Conditions,2
6125,1023,Dirty Conditions,6
6126,1028,Dirty Conditions,2
6127,1113,Dirty Conditions,33
6128,1114,Dirty Conditions,50
6129,1115,Dirty Conditions,58
6130,1116,Dirty Conditions,226
6131,1117,Dirty Conditions,175
6132,1118,Dirty Conditions,174
6133,1119,Dirty Conditions,111
6134,1120,Dirty Conditions,77
6135,1121,Dirty Conditions,16
6136,1122,Dirty Conditions,40
6137,1123,Dirty Conditions,90
6138,1124,Dirty Conditions,1
6139,1126,Dirty Conditions,13
6140,1127,Dirty Conditions,37
6141,1128,Dirty Conditions,68
6142,1129,Dirty Conditions,25
6143,1213,Dirty Conditions,23
6144,1214,Dirty Conditions,89
6145,1215,Dirty Conditions,121
6146,1216,Dirty Conditions,268
6147,1217,Dirty Conditions,246
6148,1218,Dirty Conditions,197
6149,1219,Dirty Conditions,137
6150,1220,Dirty Conditions,245
6151,1221,Dirty Conditions,99
6152,1222,Dirty Conditions,90
6153,1223,Dirty Conditions,58
6154,1224,Dirty Conditions,116
6155,1225,Dirty Conditions,127
6156,1226,Dirty Conditions,81
6157,1227,Dirty Conditions,104
6158,1228,Dirty Conditions,94
6159,1229,Dirty Conditions,22
6160,1313,Dirty Conditions,26
6161,1314,Dirty Conditions,188
6162,1315,Dirty Conditions,242
6163,1316,Dirty Conditions,314
6164,1317,Dirty Conditions,324
6165,1318,Dirty Conditions,299
6166,1319,Dirty Conditions,170
6167,1320,Dirty Conditions,96
6168,1321,Dirty Conditions,220
6169,1322,Dirty Conditions,396
6170,1323,Dirty Conditions,286
6171,1324,Dirty Conditions,141
6172,1325,Dirty Conditions,179
6173,1326,Dirty Conditions,93
6174,1327,Dirty Conditions,172
6175,1328,Dirty Conditions,65
6176,1329,Dirty Conditions,19
6177,1413,Dirty Conditions,4
6178,1414,Dirty Conditions,66
6179,1415,Dirty Conditions,83
6180,1416,Dirty Conditions,149
6181,1417,Dirty Conditions,189
6182,1418,Dirty Conditions,239
6183,1419,Dirty Conditions,262
6184,1420,Dirty Conditions,69
6185,1421,Dirty Conditions,72
6186,1422,Dirty Conditions,179
6187,1423,Dirty Conditions,181
6188,1424,Dirty Conditions,190
6189,1425,Dirty Conditions,209
6190,1426,Dirty Conditions,133
6191,1427,Dirty Conditions,207
6192,1428,Dirty Conditions,184
6193,1429,Dirty Conditions,23
6194,1513,Dirty Conditions,128
6195,1514,Dirty Conditions,113
6196,1515,Dirty Conditions,29
6197,1516,Dirty Conditions,251
6198,1517,Dirty Conditions,112
6199,1518,Dirty Conditions,102
6200,1519,Dirty Conditions,116
6201,1520,Dirty Conditions,65
6202,1521,Dirty Conditions,44
6203,1522,Dirty Conditions,27
6204,1523,Dirty Conditions,127
6205,1524,Dirty Conditions,181
6206,1525,Dirty Conditions,318
6207,1526,Dirty Conditions,206
6208,1527,Dirty Conditions,128
6209,1528,Dirty Conditions,123
6210,1529,Dirty Conditions,25
6211,1613,Dirty Conditions,103
6212,1614,Dirty Conditions,349
6213,1615,Dirty Conditions,180
6214,1616,Dirty Conditions,66
6215,1617,Dirty Conditions,54
6216,1618,Dirty Conditions,5
6217,1619,Dirty Conditions,134
6218,1620,Dirty Conditions,51
6219,1621,Dirty Conditions,103
6220,1622,Dirty Conditions,129
6221,1623,Dirty Conditions,79
6222,1624,Dirty Conditions,151
6223,1625,Dirty Conditions,72
6224,1626,Dirty Conditions,22
6225,1627,Dirty Conditions,75
6226,1628,Dirty Conditions,91
6227,1629,Dirty Conditions,30
6228,1630,Dirty Conditions,3
6229,1713,Dirty Conditions,64
6230,1714,Dirty Conditions,512
6231,1715,Dirty Conditions,236
6232,1716,Dirty Conditions,84
6233,1717,Dirty Conditions,34
6234,1718,Dirty Conditions,88
6235,1719,Dirty Conditions,68
6236,1720,Dirty Conditions,114
6237,1721,Dirty Conditions,123
6238,1722,Dirty Conditions,81
6239,1723,Dirty Conditions,51
6240,1724,Dirty Conditions,70
6241,1725,Dirty Conditions,84
6242,1726,Dirty Conditions,12
6243,1727,Dirty Conditions,29
6244,1728,Dirty Conditions,15
6245,1729,Dirty Conditions,60
6246,1730,Dirty Conditions,40
6247,1813,Dirty Conditions,22
6248,1814,Dirty Conditions,144
6249,1815,Dirty Conditions,127
6250,1816,Dirty Conditions,51
6251,1817,Dirty Conditions,89
6252,1818,Dirty Conditions,142
6253,1819,Dirty Conditions,132
6254,1820,Dirty Conditions,184
6255,1821,Dirty Conditions,467
6256,1822,Dirty Conditions,60
6257,1823,Dirty Conditions,70
6258,1824,Dirty Conditions,123
6259,1825,Dirty Conditions,58
6260,1826,Dirty Conditions,71
6261,1827,Dirty Conditions,25
6262,1828,Dirty Conditions,17
6263,1829,Dirty Conditions,35
6264,1830,Dirty Conditions,13
6265,1914,Dirty Conditions,137
6266,1915,Dirty Conditions,103
6267,1916,Dirty Conditions,156
6268,1917,Dirty Conditions,54
6269,1918,Dirty Conditions,161
6270,1919,Dirty Conditions,104
6271,1920,Dirty Conditions,83
6272,1921,Dirty Conditions,134
6273,1922,Dirty Conditions,5
6274,1923,Dirty Conditions,72
6275,1924,Dirty Conditions,102
6276,1925,Dirty Conditions,119
6277,1926,Dirty Conditions,62
6278,1927,Dirty Conditions,18
6279,1928,Dirty Conditions,74
6280,1929,Dirty Conditions,22
6281,2014,Dirty Conditions,8
6282,2015,Dirty Conditions,140
6283,2016,Dirty Conditions,227
6284,2017,Dirty Conditions,75
6285,2018,Dirty Conditions,50
6286,2019,Dirty Conditions,56
6287,2020,Dirty Conditions,1
6288,2022,Dirty Conditions,81
6289,2023,Dirty Conditions,47
6290,2024,Dirty Conditions,49
6291,2025,Dirty Conditions,35
6292,2026,Dirty Conditions,21
6293,2027,Dirty Conditions,5
6294,2028,Dirty Conditions,14
6295,2115,Dirty Conditions,135
6296,2116,Dirty Conditions,86
6297,2117,Dirty Conditions,216
6298,2118,Dirty Conditions,1
6299,2122,Dirty Conditions,39
6300,2123,Dirty Conditions,8
6301,2124,Dirty Conditions,45
6302,2125,Dirty Conditions,19
6303,2126,Dirty Conditions,2
6304,2215,Dirty Conditions,10
6305,2216,Dirty Conditions,264
6306,2217,Dirty Conditions,284
6307,2218,Dirty Conditions,89
6308,2219,Dirty Conditions,35
6309,2220,Dirty Conditions,21
6310,2221,Dirty Conditions,17
6311,2222,Dirty Conditions,16
6312,2223,Dirty Conditions,8
6313,2224,Dirty Conditions,1
6314,2225,Dirty Conditions,2
6315,2316,Dirty Conditions,86
6316,2317,Dirty Conditions,203
6317,2318,Dirty Conditions,88
6318,2319,Dirty Conditions,145
6319,2320,Dirty Conditions,155
6320,2321,Dirty Conditions,55
6321,2322,Dirty Conditions,57
6322,2323,Dirty Conditions,27
6323,2324,Dirty Conditions,156
6324,2325,Dirty Conditions,2
6325,2416,Dirty Conditions,4
6326,2417,Dirty Conditions,186
6327,2418,Dirty Conditions,195
6328,2419,Dirty Conditions,118
6329,2420,Dirty Conditions,118
6330,2421,Dirty Conditions,132
6331,2422,Dirty Conditions,178
6332,2423,Dirty Conditions,96
6333,2424,Dirty Conditions,59
6334,2426,Dirty Conditions,7
6335,2517,Dirty Conditions,208
6336,2518,Dirty Conditions,114
6337,2519,Dirty Conditions,154
6338,2520,Dirty Conditions,159
6339,2521,Dirty Conditions,141
6340,2522,Dirty Conditions,103
6341,2523,Dirty Conditions,160
6342,2524,Dirty Conditions,9
6343,2525,Dirty Conditions,127
6344,2526,Dirty Conditions,90
6345,2617,Dirty Conditions,18
6346,2618,Dirty Conditions,203
6347,2619,Dirty Conditions,158
6348,2620,Dirty Conditions,108
6349,2621,Dirty Conditions,111
6350,2622,Dirty Conditions,73
6351,2623,Dirty Conditions,27
6352,2625,Dirty Conditions,6
6353,2718,Dirty Conditions,48
6354,2719,Dirty Conditions,88
6355,2720,Dirty Conditions,140
6356,2721,Dirty Conditions,224
6357,2722,Dirty Conditions,174
6358,2723,Dirty Conditions,50
6359,2818,Dirty Conditions,11
6360,2819,Dirty Conditions,56
6361,2820,Dirty Conditions,15
6362,2821,Dirty Conditions,92
6363,2822,Dirty Conditions,192
6364,2823,Dirty Conditions,44
6365,2824,Dirty Conditions,2
6366,2919,Dirty Conditions,14
6367,2921,Dirty Conditions,33
6368,2922,Dirty Conditions,67
6369,3019,Dirty Conditions,1
6370,0,Disorderly Youth,14
6371,1,Disorderly Youth,1
6372,100,Disorderly Youth,1
6373,202,Disorderly Youth,3
6374,205,Disorderly Youth,1
6375,206,Disorderly Youth,1
6376,302,Disorderly Youth,2
6377,303,Disorderly Youth,1
6378,304,Disorderly Youth,1
6379,305,Disorderly Youth,1
6380,306,Disorderly Youth,1
6381,404,Disorderly Youth,4
6382,406,Disorderly Youth,2
6383,507,Disorderly Youth,1
6384,508,Disorderly Youth,1
6385,514,Disorderly Youth,1
6386,516,Disorderly Youth,2
6387,523,Disorderly Youth,1
6388,603,Disorderly Youth,1
6389,605,Disorderly Youth,1
6390,608,Disorderly Youth,1
6391,609,Disorderly Youth,2
6392,616,Disorderly Youth,4
6393,617,Disorderly Youth,5
6394,624,Disorderly Youth,2
6395,625,Disorderly Youth,1
6396,704,Disorderly Youth,2
6397,706,Disorderly Youth,2
6398,713,Disorderly Youth,2
6399,714,Disorderly Youth,1
6400,715,Disorderly Youth,2
6401,717,Disorderly Youth,6
6402,805,Disorderly Youth,3
6403,806,Disorderly Youth,1
6404,812,Disorderly Youth,1
6405,813,Disorderly Youth,1
6406,815,Disorderly Youth,3
6407,817,Disorderly Youth,3
6408,827,Disorderly Youth,1
6409,905,Disorderly Youth,5
6410,907,Disorderly Youth,2
6411,908,Disorderly Youth,2
6412,909,Disorderly Youth,1
6413,912,Disorderly Youth,2
6414,913,Disorderly Youth,3
6415,915,Disorderly Youth,4
6416,916,Disorderly Youth,3
6417,919,Disorderly Youth,1
6418,920,Disorderly Youth,1
6419,1006,Disorderly Youth,1
6420,1009,Disorderly Youth,3
6421,1013,Disorderly Youth,4
6422,1014,Disorderly Youth,7
6423,1015,Disorderly Youth,1
6424,1016,Disorderly Youth,4
6425,1017,Disorderly Youth,2
6426,1018,Disorderly Youth,1
6427,1019,Disorderly Youth,1
6428,1020,Disorderly Youth,1
6429,1114,Disorderly Youth,3
6430,1115,Disorderly Youth,2
6431,1116,Disorderly Youth,6
6432,1118,Disorderly Youth,3
6433,1122,Disorderly Youth,2
6434,1129,Disorderly Youth,2
6435,1213,Disorderly Youth,1
6436,1215,Disorderly Youth,1
6437,1216,Disorderly Youth,3
6438,1217,Disorderly Youth,1
6439,1218,Disorderly Youth,2
6440,1219,Disorderly Youth,3
6441,1220,Disorderly Youth,2
6442,1221,Disorderly Youth,1
6443,1222,Disorderly Youth,1
6444,1224,Disorderly Youth,1
6445,1227,Disorderly Youth,3
6446,1313,Disorderly Youth,1
6447,1314,Disorderly Youth,2
6448,1317,Disorderly Youth,2
6449,1318,Disorderly Youth,4
6450,1320,Disorderly Youth,1
6451,1321,Disorderly Youth,5
6452,1323,Disorderly Youth,1
6453,1324,Disorderly Youth,2
6454,1325,Disorderly Youth,1
6455,1326,Disorderly Youth,3
6456,1327,Disorderly Youth,5
6457,1328,Disorderly Youth,2
6458,1414,Disorderly Youth,2
6459,1415,Disorderly Youth,1
6460,1416,Disorderly Youth,2
6461,1417,Disorderly Youth,1
6462,1418,Disorderly Youth,1
6463,1419,Disorderly Youth,10
6464,1422,Disorderly Youth,1
6465,1423,Disorderly Youth,1
6466,1424,Disorderly Youth,1
6467,1426,Disorderly Youth,1
6468,1427,Disorderly Youth,1
6469,1428,Disorderly Youth,2
6470,1513,Disorderly Youth,1
6471,1514,Disorderly Youth,3
6472,1516,Disorderly Youth,1
6473,1517,Disorderly Youth,2
6474,1519,Disorderly Youth,1
6475,1520,Disorderly Youth,1
6476,1522,Disorderly Youth,1
6477,1525,Disorderly Youth,3
6478,1528,Disorderly Youth,1
6479,1614,Disorderly Youth,3
6480,1615,Disorderly Youth,2
6481,1616,Disorderly Youth,2
6482,1617,Disorderly Youth,2
6483,1620,Disorderly Youth,1
6484,1621,Disorderly Youth,2
6485,1622,Disorderly Youth,2
6486,1625,Disorderly Youth,1
6487,1713,Disorderly Youth,1
6488,1714,Disorderly Youth,2
6489,1715,Disorderly Youth,3
6490,1716,Disorderly Youth,2
6491,1718,Disorderly Youth,1
6492,1719,Disorderly Youth,1
6493,1720,Disorderly Youth,4
6494,1723,Disorderly Youth,1
6495,1730,Disorderly Youth,4
6496,1815,Disorderly Youth,1
6497,1818,Disorderly Youth,2
6498,1819,Disorderly Youth,3
6499,1820,Disorderly Youth,4
6500,1822,Disorderly Youth,1
6501,1824,Disorderly Youth,1
6502,1826,Disorderly Youth,2
6503,1828,Disorderly Youth,1
6504,1829,Disorderly Youth,1
6505,1915,Disorderly Youth,3
6506,1916,Disorderly Youth,1
6507,1917,Disorderly Youth,4
6508,1918,Disorderly Youth,1
6509,1924,Disorderly Youth,2
6510,1928,Disorderly Youth,1
6511,2016,Disorderly Youth,4
6512,2017,Disorderly Youth,2
6513,2018,Disorderly Youth,1
6514,2019,Disorderly Youth,1
6515,2024,Disorderly Youth,1
6516,2025,Disorderly Youth,1
6517,2026,Disorderly Youth,2
6518,2115,Disorderly Youth,2
6519,2116,Disorderly Youth,2
6520,2117,Disorderly Youth,1
6521,2216,Disorderly Youth,5
6522,2217,Disorderly Youth,2
6523,2218,Disorderly Youth,1
6524,2316,Disorderly Youth,3
6525,2317,Disorderly Youth,71
6526,2319,Disorderly Youth,1
6527,2320,Disorderly Youth,2
6528,2321,Disorderly Youth,1
6529,2322,Disorderly Youth,3
6530,2323,Disorderly Youth,1
6531,2417,Disorderly Youth,8
6532,2418,Disorderly Youth,33
6533,2419,Disorderly Youth,2
6534,2420,Disorderly Youth,2
6535,2421,Disorderly Youth,2
6536,2422,Disorderly Youth,1
6537,2424,Disorderly Youth,1
6538,2517,Disorderly Youth,2
6539,2518,Disorderly Youth,4
6540,2519,Disorderly Youth,6
6541,2520,Disorderly Youth,3
6542,2521,Disorderly Youth,3
6543,2525,Disorderly Youth,1
6544,2526,Disorderly Youth,1
6545,2617,Disorderly Youth,1
6546,2618,Disorderly Youth,6
6547,2620,Disorderly Youth,3
6548,2621,Disorderly Youth,1
6549,2622,Disorderly Youth,8
6550,2718,Disorderly Youth,1
6551,2719,Disorderly Youth,3
6552,2720,Disorderly Youth,4
6553,2721,Disorderly Youth,1
6554,2819,Disorderly Youth,3
6555,2821,Disorderly Youth,1
6556,2822,Disorderly Youth,2
6557,2922,Disorderly Youth,2
6558,616,DOF Parking - Tax Exemption,1
6559,715,DOF Parking - Tax Exemption,1
6560,906,DOF Parking - Tax Exemption,1
6561,1014,DOF Parking - Tax Exemption,1
6562,1015,DOF Parking - Tax Exemption,2
6563,1513,DOF Parking - Tax Exemption,33
6564,1514,DOF Parking - Tax Exemption,3
6565,1515,DOF Parking - Tax Exemption,3
6566,1517,DOF Parking - Tax Exemption,1
6567,1613,DOF Parking - Tax Exemption,10
6568,1614,DOF Parking - Tax Exemption,10
6569,1615,DOF Parking - Tax Exemption,9
6570,1713,DOF Parking - Tax Exemption,8
6571,1714,DOF Parking - Tax Exemption,39
6572,1715,DOF Parking - Tax Exemption,31
6573,1813,DOF Parking - Tax Exemption,2
6574,1814,DOF Parking - Tax Exemption,7
6575,1815,DOF Parking - Tax Exemption,23
6576,1816,DOF Parking - Tax Exemption,16
6577,1914,DOF Parking - Tax Exemption,19
6578,1915,DOF Parking - Tax Exemption,25
6579,1916,DOF Parking - Tax Exemption,73
6580,1917,DOF Parking - Tax Exemption,3
6581,2014,DOF Parking - Tax Exemption,17
6582,2015,DOF Parking - Tax Exemption,35
6583,2016,DOF Parking - Tax Exemption,53
6584,2017,DOF Parking - Tax Exemption,10
6585,2115,DOF Parking - Tax Exemption,30
6586,2116,DOF Parking - Tax Exemption,7
6587,2117,DOF Parking - Tax Exemption,5
6588,2215,DOF Parking - Tax Exemption,2
6589,2216,DOF Parking - Tax Exemption,13
6590,2217,DOF Parking - Tax Exemption,1
6591,2316,DOF Parking - Tax Exemption,1
6592,2317,DOF Parking - Tax Exemption,3
6593,2417,DOF Parking - Tax Exemption,3
6594,2517,DOF Parking - Tax Exemption,2
6595,2617,DOF Parking - Tax Exemption,1
6596,2618,DOF Parking - Tax Exemption,4
6597,2622,DOF Parking - Tax Exemption,1
6598,2718,DOF Parking - Tax Exemption,1
6599,812,DPR Internal,1
6600,917,DPR Internal,1
6601,1009,DPR Internal,3
6602,1119,DPR Internal,1
6603,1213,DPR Internal,1
6604,1217,DPR Internal,3
6605,1315,DPR Internal,1
6606,1316,DPR Internal,1
6607,1422,DPR Internal,1
6608,1424,DPR Internal,3
6609,1513,DPR Internal,1
6610,1516,DPR Internal,3
6611,1613,DPR Internal,4
6612,1614,DPR Internal,1
6613,1615,DPR Internal,1
6614,1621,DPR Internal,4
6615,1626,DPR Internal,1
6616,1713,DPR Internal,2
6617,1715,DPR Internal,1
6618,1720,DPR Internal,3
6619,1814,DPR Internal,1
6620,1816,DPR Internal,1
6621,1823,DPR Internal,5
6622,1914,DPR Internal,7
6623,1915,DPR Internal,1
6624,1928,DPR Internal,1
6625,2015,DPR Internal,1
6626,2016,DPR Internal,1
6627,2217,DPR Internal,2
6628,2218,DPR Internal,1
6629,2318,DPR Internal,1
6630,2420,DPR Internal,3
6631,2521,DPR Internal,1
6632,2619,DPR Internal,1
6633,2721,DPR Internal,1
6634,2922,DPR Internal,1
6635,0,Drinking,1
6636,100,Drinking,1
6637,101,Drinking,1
6638,102,Drinking,1
6639,200,Drinking,2
6640,201,Drinking,1
6641,303,Drinking,1
6642,304,Drinking,1
6643,305,Drinking,1
6644,306,Drinking,1
6645,405,Drinking,2
6646,408,Drinking,4
6647,516,Drinking,6
6648,523,Drinking,1
6649,610,Drinking,1
6650,615,Drinking,2
6651,616,Drinking,3
6652,624,Drinking,3
6653,704,Drinking,3
6654,709,Drinking,1
6655,713,Drinking,1
6656,714,Drinking,5
6657,715,Drinking,3
6658,716,Drinking,5
6659,717,Drinking,2
6660,727,Drinking,2
6661,805,Drinking,2
6662,806,Drinking,1
6663,807,Drinking,1
6664,809,Drinking,4
6665,812,Drinking,3
6666,813,Drinking,3
6667,814,Drinking,8
6668,815,Drinking,2
6669,816,Drinking,6
6670,827,Drinking,1
6671,905,Drinking,5
6672,906,Drinking,5
6673,907,Drinking,5
6674,908,Drinking,1
6675,909,Drinking,3
6676,912,Drinking,3
6677,913,Drinking,3
6678,914,Drinking,2
6679,915,Drinking,15
6680,916,Drinking,3
6681,917,Drinking,2
6682,918,Drinking,1
6683,919,Drinking,1
6684,1009,Drinking,1
6685,1012,Drinking,1
6686,1013,Drinking,9
6687,1014,Drinking,5
6688,1015,Drinking,8
6689,1016,Drinking,9
6690,1017,Drinking,1
6691,1018,Drinking,2
6692,1020,Drinking,1
6693,1113,Drinking,3
6694,1114,Drinking,3
6695,1115,Drinking,4
6696,1116,Drinking,12
6697,1117,Drinking,2
6698,1118,Drinking,4
6699,1119,Drinking,1
6700,1120,Drinking,1
6701,1121,Drinking,1
6702,1123,Drinking,1
6703,1213,Drinking,1
6704,1214,Drinking,4
6705,1215,Drinking,3
6706,1216,Drinking,10
6707,1217,Drinking,5
6708,1218,Drinking,3
6709,1219,Drinking,2
6710,1220,Drinking,3
6711,1224,Drinking,1
6712,1225,Drinking,4
6713,1313,Drinking,1
6714,1314,Drinking,6
6715,1315,Drinking,7
6716,1316,Drinking,16
6717,1317,Drinking,3
6718,1318,Drinking,10
6719,1319,Drinking,4
6720,1320,Drinking,7
6721,1321,Drinking,10
6722,1322,Drinking,3
6723,1323,Drinking,48
6724,1324,Drinking,11
6725,1325,Drinking,1
6726,1327,Drinking,3
6727,1413,Drinking,1
6728,1414,Drinking,1
6729,1415,Drinking,4
6730,1416,Drinking,9
6731,1417,Drinking,5
6732,1418,Drinking,10
6733,1419,Drinking,8
6734,1420,Drinking,5
6735,1421,Drinking,1
6736,1422,Drinking,8
6737,1423,Drinking,1
6738,1424,Drinking,11
6739,1425,Drinking,2
6740,1426,Drinking,3
6741,1427,Drinking,2
6742,1428,Drinking,1
6743,1513,Drinking,4
6744,1514,Drinking,8
6745,1515,Drinking,3
6746,1516,Drinking,17
6747,1517,Drinking,10
6748,1518,Drinking,2
6749,1519,Drinking,6
6750,1520,Drinking,8
6751,1521,Drinking,1
6752,1522,Drinking,1
6753,1523,Drinking,1
6754,1524,Drinking,10
6755,1525,Drinking,8
6756,1526,Drinking,10
6757,1529,Drinking,1
6758,1613,Drinking,2
6759,1614,Drinking,31
6760,1615,Drinking,25
6761,1616,Drinking,16
6762,1617,Drinking,2
6763,1619,Drinking,1
6764,1620,Drinking,1
6765,1621,Drinking,4
6766,1622,Drinking,3
6767,1624,Drinking,1
6768,1626,Drinking,2
6769,1627,Drinking,1
6770,1713,Drinking,2
6771,1714,Drinking,21
6772,1715,Drinking,14
6773,1716,Drinking,10
6774,1717,Drinking,2
6775,1718,Drinking,10
6776,1719,Drinking,2
6777,1720,Drinking,2
6778,1721,Drinking,11
6779,1722,Drinking,2
6780,1724,Drinking,1
6781,1729,Drinking,3
6782,1813,Drinking,4
6783,1814,Drinking,10
6784,1815,Drinking,9
6785,1817,Drinking,2
6786,1818,Drinking,8
6787,1819,Drinking,12
6788,1820,Drinking,15
6789,1821,Drinking,25
6790,1822,Drinking,6
6791,1823,Drinking,3
6792,1824,Drinking,4
6793,1825,Drinking,2
6794,1826,Drinking,2
6795,1829,Drinking,1
6796,1914,Drinking,10
6797,1915,Drinking,33
6798,1916,Drinking,3
6799,1917,Drinking,2
6800,1918,Drinking,12
6801,1919,Drinking,4
6802,1920,Drinking,5
6803,1921,Drinking,3
6804,1923,Drinking,8
6805,1924,Drinking,6
6806,1925,Drinking,7
6807,1926,Drinking,2
6808,1927,Drinking,1
6809,2015,Drinking,4
