,Cell,CompType,Count
22355,1419,Sewer,158
22356,1420,Sewer,73
22357,1421,Sewer,41
22358,1422,Sewer,94
22359,1423,Sewer,140
22360,1424,Sewer,235
22361,1425,Sewer,366
22362,1426,Sewer,222
22363,1427,Sewer,282
22364,1428,Sewer,255
22365,1429,Sewer,41
22366,1513,Sewer,120
22367,1514,Sewer,103
22368,1515,Sewer,28
22369,1516,Sewer,118
22370,1517,Sewer,95
22371,1518,Sewer,75
22372,1519,Sewer,170
22373,1520,Sewer,84
22374,1521,Sewer,110
22375,1522,Sewer,63
22376,1523,Sewer,84
22377,1524,Sewer,159
22378,1525,Sewer,235
22379,1526,Sewer,228
22380,1527,Sewer,229
22381,1528,Sewer,228
22382,1529,Sewer,40
22383,1613,Sewer,115
22384,1614,Sewer,240
22385,1615,Sewer,87
22386,1616,Sewer,69
22387,1617,Sewer,44
22388,1618,Sewer,32
22389,1619,Sewer,69
22390,1620,Sewer,121
22391,1621,Sewer,109
22392,1622,Sewer,122
22393,1623,Sewer,67
22394,1624,Sewer,62
22395,1625,Sewer,112
22396,1626,Sewer,73
22397,1627,Sewer,124
22398,1628,Sewer,203
22399,1629,Sewer,106
22400,1630,Sewer,9
22401,1713,Sewer,69
22402,1714,Sewer,174
22403,1715,Sewer,124
22404,1716,Sewer,60
22405,1717,Sewer,44
22406,1718,Sewer,108
22407,1719,Sewer,100
22408,1720,Sewer,95
22409,1721,Sewer,96
22410,1722,Sewer,69
22411,1723,Sewer,43
22412,1724,Sewer,45
22413,1725,Sewer,113
22414,1726,Sewer,58
22415,1727,Sewer,54
22416,1728,Sewer,71
22417,1729,Sewer,81
22418,1730,Sewer,67
22419,1813,Sewer,33
22420,1814,Sewer,140
22421,1815,Sewer,180
22422,1816,Sewer,41
22423,1817,Sewer,69
22424,1818,Sewer,67
22425,1819,Sewer,74
22426,1820,Sewer,101
22427,1821,Sewer,100
22428,1822,Sewer,33
22429,1823,Sewer,59
22430,1824,Sewer,73
22431,1825,Sewer,71
22432,1826,Sewer,118
22433,1827,Sewer,88
22434,1828,Sewer,43
22435,1829,Sewer,44
22436,1830,Sewer,25
22437,1914,Sewer,120
22438,1915,Sewer,152
22439,1916,Sewer,138
22440,1917,Sewer,46
22441,1918,Sewer,103
22442,1919,Sewer,96
22443,1920,Sewer,76
22444,1921,Sewer,85
22445,1922,Sewer,8
22446,1923,Sewer,80
22447,1924,Sewer,72
22448,1925,Sewer,93
22449,1926,Sewer,82
22450,1927,Sewer,56
22451,1928,Sewer,70
22452,1929,Sewer,32
22453,2014,Sewer,10
22454,2015,Sewer,71
22455,2016,Sewer,84
22456,2017,Sewer,68
22457,2018,Sewer,44
22458,2019,Sewer,51
22459,2020,Sewer,1
22460,2022,Sewer,62
22461,2023,Sewer,48
22462,2024,Sewer,112
22463,2025,Sewer,57
22464,2026,Sewer,31
22465,2027,Sewer,3
22466,2028,Sewer,11
22467,2115,Sewer,56
22468,2116,Sewer,58
22469,2117,Sewer,110
22470,2119,Sewer,4
22471,2122,Sewer,32
22472,2123,Sewer,25
22473,2124,Sewer,72
22474,2125,Sewer,35
22475,2126,Sewer,5
22476,2215,Sewer,6
22477,2216,Sewer,81
22478,2217,Sewer,118
22479,2218,Sewer,84
22480,2219,Sewer,12
22481,2220,Sewer,28
22482,2221,Sewer,10
22483,2222,Sewer,48
22484,2223,Sewer,8
22485,2224,Sewer,4
22486,2316,Sewer,54
22487,2317,Sewer,62
22488,2318,Sewer,65
22489,2319,Sewer,89
22490,2320,Sewer,54
22491,2321,Sewer,61
22492,2322,Sewer,79
22493,2323,Sewer,25
22494,2324,Sewer,66
22495,2416,Sewer,3
22496,2417,Sewer,42
22497,2418,Sewer,57
22498,2419,Sewer,72
22499,2420,Sewer,107
22500,2421,Sewer,85
22501,2422,Sewer,77
22502,2423,Sewer,63
22503,2424,Sewer,63
22504,2426,Sewer,15
22505,2517,Sewer,76
22506,2518,Sewer,67
22507,2519,Sewer,96
22508,2520,Sewer,55
22509,2521,Sewer,63
22510,2522,Sewer,84
22511,2523,Sewer,53
22512,2524,Sewer,18
22513,2525,Sewer,48
22514,2526,Sewer,33
22515,2617,Sewer,12
22516,2618,Sewer,48
22517,2619,Sewer,70
22518,2620,Sewer,60
22519,2621,Sewer,69
22520,2622,Sewer,69
22521,2623,Sewer,61
22522,2624,Sewer,4
22523,2625,Sewer,8
22524,2718,Sewer,21
22525,2719,Sewer,43
22526,2720,Sewer,53
22527,2721,Sewer,96
22528,2722,Sewer,76
22529,2723,Sewer,52
22530,2818,Sewer,13
22531,2819,Sewer,35
22532,2820,Sewer,9
22533,2821,Sewer,55
22534,2822,Sewer,125
22535,2823,Sewer,37
22536,2824,Sewer,5
22537,2919,Sewer,46
22538,2921,Sewer,8
22539,2922,Sewer,69
22540,3019,Sewer,5
22541,0,Sidewalk Condition,6
22542,1,Sidewalk Condition,1
22543,100,Sidewalk Condition,1
22544,101,Sidewalk Condition,1
22545,102,Sidewalk Condition,4
22546,201,Sidewalk Condition,1
22547,202,Sidewalk Condition,1
22548,203,Sidewalk Condition,2
22549,204,Sidewalk Condition,6
22550,205,Sidewalk Condition,3
22551,206,Sidewalk Condition,1
22552,301,Sidewalk Condition,1
22553,302,Sidewalk Condition,3
22554,303,Sidewalk Condition,6
22555,304,Sidewalk Condition,10
22556,305,Sidewalk Condition,5
22557,306,Sidewalk Condition,1
22558,402,Sidewalk Condition,2
22559,403,Sidewalk Condition,3
22560,404,Sidewalk Condition,7
22561,405,Sidewalk Condition,3
22562,406,Sidewalk Condition,8
22563,407,Sidewalk Condition,6
22564,408,Sidewalk Condition,6
22565,418,Sidewalk Condition,2
22566,504,Sidewalk Condition,4
22567,506,Sidewalk Condition,2
22568,507,Sidewalk Condition,9
22569,508,Sidewalk Condition,9
22570,509,Sidewalk Condition,4
22571,513,Sidewalk Condition,5
22572,514,Sidewalk Condition,1
22573,515,Sidewalk Condition,13
22574,516,Sidewalk Condition,11
22575,517,Sidewalk Condition,1
22576,520,Sidewalk Condition,1
22577,522,Sidewalk Condition,11
22578,523,Sidewalk Condition,4
22579,603,Sidewalk Condition,1
22580,605,Sidewalk Condition,3
22581,606,Sidewalk Condition,2
22582,608,Sidewalk Condition,4
22583,609,Sidewalk Condition,3
22584,610,Sidewalk Condition,3
22585,614,Sidewalk Condition,2
22586,615,Sidewalk Condition,7
22587,616,Sidewalk Condition,17
22588,617,Sidewalk Condition,18
22589,618,Sidewalk Condition,10
22590,622,Sidewalk Condition,1
22591,623,Sidewalk Condition,3
22592,624,Sidewalk Condition,8
22593,625,Sidewalk Condition,2
22594,627,Sidewalk Condition,2
22595,704,Sidewalk Condition,6
22596,705,Sidewalk Condition,4
22597,706,Sidewalk Condition,8
22598,707,Sidewalk Condition,4
22599,708,Sidewalk Condition,1
22600,709,Sidewalk Condition,2
22601,710,Sidewalk Condition,3
22602,713,Sidewalk Condition,13
22603,714,Sidewalk Condition,29
22604,715,Sidewalk Condition,12
22605,716,Sidewalk Condition,14
22606,717,Sidewalk Condition,7
22607,718,Sidewalk Condition,3
22608,719,Sidewalk Condition,2
22609,724,Sidewalk Condition,9
22610,725,Sidewalk Condition,2
22611,726,Sidewalk Condition,2
22612,727,Sidewalk Condition,6
22613,728,Sidewalk Condition,6
22614,804,Sidewalk Condition,3
22615,805,Sidewalk Condition,2
22616,806,Sidewalk Condition,10
22617,807,Sidewalk Condition,2
22618,808,Sidewalk Condition,4
22619,809,Sidewalk Condition,2
22620,810,Sidewalk Condition,3
22621,812,Sidewalk Condition,18
22622,813,Sidewalk Condition,10
22623,814,Sidewalk Condition,16
22624,815,Sidewalk Condition,8
22625,816,Sidewalk Condition,28
22626,817,Sidewalk Condition,16
22627,818,Sidewalk Condition,11
22628,819,Sidewalk Condition,6
22629,824,Sidewalk Condition,1
22630,827,Sidewalk Condition,1
22631,904,Sidewalk Condition,1
22632,905,Sidewalk Condition,4
22633,906,Sidewalk Condition,4
22634,907,Sidewalk Condition,5
22635,908,Sidewalk Condition,2
22636,909,Sidewalk Condition,5
22637,910,Sidewalk Condition,1
22638,911,Sidewalk Condition,1
22639,912,Sidewalk Condition,32
22640,913,Sidewalk Condition,24
22641,914,Sidewalk Condition,24
22642,915,Sidewalk Condition,20
22643,916,Sidewalk Condition,48
22644,917,Sidewalk Condition,17
22645,918,Sidewalk Condition,7
22646,919,Sidewalk Condition,2
22647,920,Sidewalk Condition,1
22648,1006,Sidewalk Condition,1
22649,1007,Sidewalk Condition,2
22650,1008,Sidewalk Condition,1
22651,1009,Sidewalk Condition,7
22652,1012,Sidewalk Condition,3
22653,1013,Sidewalk Condition,21
22654,1014,Sidewalk Condition,20
22655,1015,Sidewalk Condition,19
22656,1016,Sidewalk Condition,12
22657,1017,Sidewalk Condition,8
22658,1018,Sidewalk Condition,6
22659,1019,Sidewalk Condition,14
22660,1020,Sidewalk Condition,5
22661,1022,Sidewalk Condition,1
22662,1113,Sidewalk Condition,8
22663,1114,Sidewalk Condition,14
22664,1115,Sidewalk Condition,12
22665,1116,Sidewalk Condition,23
22666,1117,Sidewalk Condition,10
22667,1118,Sidewalk Condition,11
22668,1119,Sidewalk Condition,4
22669,1120,Sidewalk Condition,4
22670,1121,Sidewalk Condition,2
22671,1122,Sidewalk Condition,7
22672,1123,Sidewalk Condition,6
22673,1127,Sidewalk Condition,5
22674,1128,Sidewalk Condition,2
22675,1213,Sidewalk Condition,7
22676,1214,Sidewalk Condition,36
22677,1215,Sidewalk Condition,39
22678,1216,Sidewalk Condition,35
22679,1217,Sidewalk Condition,30
22680,1218,Sidewalk Condition,12
22681,1219,Sidewalk Condition,12
22682,1220,Sidewalk Condition,8
22683,1221,Sidewalk Condition,3
22684,1222,Sidewalk Condition,7
22685,1223,Sidewalk Condition,6
22686,1224,Sidewalk Condition,12
22687,1225,Sidewalk Condition,3
22688,1226,Sidewalk Condition,2
22689,1227,Sidewalk Condition,2
22690,1228,Sidewalk Condition,6
22691,1229,Sidewalk Condition,2
22692,1313,Sidewalk Condition,5
22693,1314,Sidewalk Condition,81
22694,1315,Sidewalk Condition,51
22695,1316,Sidewalk Condition,31
22696,1317,Sidewalk Condition,27
22697,1318,Sidewalk Condition,22
22698,1319,Sidewalk Condition,7
22699,1320,Sidewalk Condition,5
22700,1321,Sidewalk Condition,17
22701,1322,Sidewalk Condition,7
22702,1323,Sidewalk Condition,10
22703,1324,Sidewalk Condition,9
22704,1325,Sidewalk Condition,6
22705,1326,Sidewalk Condition,4
22706,1327,Sidewalk Condition,1
22707,1328,Sidewalk Condition,1
22708,1413,Sidewalk Condition,15
22709,1414,Sidewalk Condition,52
22710,1415,Sidewalk Condition,24
22711,1416,Sidewalk Condition,26
22712,1417,Sidewalk Condition,18
22713,1418,Sidewalk Condition,17
22714,1419,Sidewalk Condition,15
22715,1420,Sidewalk Condition,9
22716,1421,Sidewalk Condition,4
22717,1422,Sidewalk Condition,16
22718,1423,Sidewalk Condition,39
22719,1424,Sidewalk Condition,11
22720,1425,Sidewalk Condition,10
22721,1426,Sidewalk Condition,5
22722,1427,Sidewalk Condition,6
22723,1428,Sidewalk Condition,4
22724,1513,Sidewalk Condition,178
22725,1514,Sidewalk Condition,30
22726,1515,Sidewalk Condition,13
22727,1516,Sidewalk Condition,59
22728,1517,Sidewalk Condition,33
22729,1518,Sidewalk Condition,4
22730,1519,Sidewalk Condition,20
22731,1520,Sidewalk Condition,8
22732,1521,Sidewalk Condition,8
22733,1522,Sidewalk Condition,5
22734,1523,Sidewalk Condition,27
22735,1524,Sidewalk Condition,7
22736,1525,Sidewalk Condition,9
22737,1526,Sidewalk Condition,8
22738,1527,Sidewalk Condition,5
22739,1528,Sidewalk Condition,3
22740,1613,Sidewalk Condition,34
22741,1614,Sidewalk Condition,91
22742,1615,Sidewalk Condition,52
22743,1616,Sidewalk Condition,27
22744,1617,Sidewalk Condition,22
22745,1618,Sidewalk Condition,2
22746,1619,Sidewalk Condition,8
22747,1620,Sidewalk Condition,7
22748,1621,Sidewalk Condition,17
22749,1622,Sidewalk Condition,27
22750,1623,Sidewalk Condition,5
22751,1624,Sidewalk Condition,5
22752,1625,Sidewalk Condition,5
22753,1626,Sidewalk Condition,3
22754,1627,Sidewalk Condition,5
22755,1628,Sidewalk Condition,5
22756,1629,Sidewalk Condition,4
22757,1630,Sidewalk Condition,1
22758,1713,Sidewalk Condition,33
22759,1714,Sidewalk Condition,108
22760,1715,Sidewalk Condition,47
22761,1716,Sidewalk Condition,18
22762,1717,Sidewalk Condition,6
22763,1718,Sidewalk Condition,6
22764,1719,Sidewalk Condition,7
22765,1720,Sidewalk Condition,13
22766,1721,Sidewalk Condition,7
22767,1722,Sidewalk Condition,10
22768,1723,Sidewalk Condition,5
22769,1724,Sidewalk Condition,11
22770,1725,Sidewalk Condition,4
22771,1726,Sidewalk Condition,2
22772,1727,Sidewalk Condition,9
22773,1728,Sidewalk Condition,1
22774,1729,Sidewalk Condition,6
22775,1730,Sidewalk Condition,3
22776,1813,Sidewalk Condition,8
22777,1814,Sidewalk Condition,84
22778,1815,Sidewalk Condition,71
22779,1816,Sidewalk Condition,28
22780,1817,Sidewalk Condition,32
22781,1818,Sidewalk Condition,13
22782,1819,Sidewalk Condition,13
22783,1820,Sidewalk Condition,24
22784,1821,Sidewalk Condition,12
22785,1822,Sidewalk Condition,1
22786,1823,Sidewalk Condition,19
22787,1824,Sidewalk Condition,9
22788,1825,Sidewalk Condition,2
22789,1826,Sidewalk Condition,6
22790,1827,Sidewalk Condition,3
22791,1828,Sidewalk Condition,4
22792,1830,Sidewalk Condition,2
22793,1914,Sidewalk Condition,50
22794,1915,Sidewalk Condition,100
22795,1916,Sidewalk Condition,121
22796,1917,Sidewalk Condition,4
22797,1918,Sidewalk Condition,34
22798,1919,Sidewalk Condition,15
22799,1920,Sidewalk Condition,4
22800,1921,Sidewalk Condition,6
22801,1922,Sidewalk Condition,1
22802,1923,Sidewalk Condition,9
22803,1924,Sidewalk Condition,5
22804,1925,Sidewalk Condition,10
22805,1926,Sidewalk Condition,9
22806,1927,Sidewalk Condition,1
22807,1928,Sidewalk Condition,5
22808,1929,Sidewalk Condition,2
22809,2014,Sidewalk Condition,3
22810,2015,Sidewalk Condition,97
22811,2016,Sidewalk Condition,193
22812,2017,Sidewalk Condition,31
22813,2018,Sidewalk Condition,6
22814,2019,Sidewalk Condition,5
22815,2022,Sidewalk Condition,9
22816,2024,Sidewalk Condition,3
22817,2025,Sidewalk Condition,4
22818,2026,Sidewalk Condition,2
22819,2027,Sidewalk Condition,1
22820,2028,Sidewalk Condition,1
22821,2115,Sidewalk Condition,31
22822,2116,Sidewalk Condition,20
22823,2117,Sidewalk Condition,18
22824,2122,Sidewalk Condition,4
22825,2123,Sidewalk Condition,4
22826,2124,Sidewalk Condition,3
22827,2125,Sidewalk Condition,1
22828,2126,Sidewalk Condition,3
22829,2215,Sidewalk Condition,4
22830,2216,Sidewalk Condition,34
22831,2217,Sidewalk Condition,21
22832,2218,Sidewalk Condition,16
22833,2219,Sidewalk Condition,6
22834,2220,Sidewalk Condition,2
22835,2225,Sidewalk Condition,1
22836,2316,Sidewalk Condition,9
22837,2317,Sidewalk Condition,11
22838,2318,Sidewalk Condition,10
22839,2319,Sidewalk Condition,9
22840,2320,Sidewalk Condition,6
22841,2321,Sidewalk Condition,4
22842,2322,Sidewalk Condition,6
22843,2324,Sidewalk Condition,7
22844,2417,Sidewalk Condition,15
22845,2418,Sidewalk Condition,11
22846,2419,Sidewalk Condition,8
22847,2420,Sidewalk Condition,8
22848,2421,Sidewalk Condition,11
22849,2422,Sidewalk Condition,15
22850,2423,Sidewalk Condition,9
22851,2424,Sidewalk Condition,5
22852,2426,Sidewalk Condition,2
22853,2517,Sidewalk Condition,27
22854,2518,Sidewalk Condition,10
22855,2519,Sidewalk Condition,13
22856,2520,Sidewalk Condition,6
22857,2521,Sidewalk Condition,8
22858,2522,Sidewalk Condition,13
22859,2523,Sidewalk Condition,14
22860,2524,Sidewalk Condition,2
22861,2525,Sidewalk Condition,5
22862,2526,Sidewalk Condition,3
22863,2617,Sidewalk Condition,7
22864,2618,Sidewalk Condition,25
22865,2619,Sidewalk Condition,15
22866,2620,Sidewalk Condition,11
22867,2621,Sidewalk Condition,7
22868,2622,Sidewalk Condition,8
22869,2623,Sidewalk Condition,4
22870,2625,Sidewalk Condition,3
22871,2718,Sidewalk Condition,8
22872,2719,Sidewalk Condition,18
22873,2720,Sidewalk Condition,13
22874,2721,Sidewalk Condition,9
22875,2722,Sidewalk Condition,10
22876,2723,Sidewalk Condition,5
22877,2818,Sidewalk Condition,1
22878,2819,Sidewalk Condition,6
22879,2821,Sidewalk Condition,4
22880,2822,Sidewalk Condition,12
22881,2823,Sidewalk Condition,1
22882,2919,Sidewalk Condition,3
22883,2921,Sidewalk Condition,2
22884,2922,Sidewalk Condition,3
22885,302,Smoking,1
22886,305,Smoking,1
22887,406,Smoking,1
22888,407,Smoking,1
22889,420,Smoking,1
22890,505,Smoking,1
22891,509,Smoking,1
22892,514,Smoking,5
22893,515,Smoking,5
22894,516,Smoking,6
22895,523,Smoking,8
22896,608,Smoking,2
22897,615,Smoking,2
22898,616,Smoking,18
22899,617,Smoking,5
22900,624,Smoking,1
22901,705,Smoking,1
22902,706,Smoking,1
22903,708,Smoking,1
22904,713,Smoking,2
22905,714,Smoking,9
22906,715,Smoking,25
22907,716,Smoking,17
22908,717,Smoking,2
22909,727,Smoking,3
22910,728,Smoking,1
22911,805,Smoking,2
22912,806,Smoking,3
22913,807,Smoking,3
22914,810,Smoking,2
22915,812,Smoking,1
22916,813,Smoking,2
22917,814,Smoking,5
22918,815,Smoking,7
22919,816,Smoking,14
22920,817,Smoking,2
22921,818,Smoking,4
22922,819,Smoking,1
22923,905,Smoking,1
22924,906,Smoking,2
22925,909,Smoking,1
22926,910,Smoking,1
22927,912,Smoking,11
22928,913,Smoking,10
22929,914,Smoking,3
22930,915,Smoking,13
22931,916,Smoking,4
22932,917,Smoking,4
22933,918,Smoking,3
22934,919,Smoking,1
22935,1007,Smoking,1
22936,1008,Smoking,1
22937,1009,Smoking,2
22938,1010,Smoking,2
22939,1012,Smoking,1
22940,1013,Smoking,13
22941,1014,Smoking,2
22942,1015,Smoking,19
22943,1016,Smoking,19
22944,1017,Smoking,2
22945,1018,Smoking,2
22946,1019,Smoking,2
22947,1020,Smoking,2
22948,1115,Smoking,3
22949,1116,Smoking,19
22950,1117,Smoking,8
22951,1118,Smoking,10
22952,1119,Smoking,3
22953,1120,Smoking,2
22954,1121,Smoking,1
22955,1126,Smoking,10
22956,1127,Smoking,1
22957,1214,Smoking,2
22958,1215,Smoking,3
22959,1216,Smoking,14
22960,1217,Smoking,9
22961,1218,Smoking,6
22962,1219,Smoking,2
22963,1220,Smoking,1
22964,1221,Smoking,4
22965,1313,Smoking,2
22966,1314,Smoking,3
22967,1315,Smoking,6
22968,1316,Smoking,11
22969,1317,Smoking,5
22970,1318,Smoking,2
22971,1320,Smoking,3
22972,1321,Smoking,1
22973,1322,Smoking,6
22974,1323,Smoking,2
22975,1324,Smoking,1
22976,1413,Smoking,7
22977,1414,Smoking,10
22978,1415,Smoking,6
22979,1416,Smoking,2
22980,1417,Smoking,7
22981,1418,Smoking,5
22982,1419,Smoking,7
22983,1420,Smoking,3
22984,1421,Smoking,1
22985,1422,Smoking,2
22986,1423,Smoking,3
22987,1424,Smoking,2
22988,1425,Smoking,6
22989,1513,Smoking,22
22990,1514,Smoking,30
22991,1515,Smoking,1
22992,1516,Smoking,24
22993,1517,Smoking,15
22994,1518,Smoking,2
22995,1519,Smoking,5
22996,1520,Smoking,1
22997,1523,Smoking,6
22998,1524,Smoking,4
22999,1525,Smoking,1
23000,1526,Smoking,3
23001,1613,Smoking,6
23002,1614,Smoking,55
23003,1615,Smoking,18
23004,1616,Smoking,12
23005,1617,Smoking,5
23006,1619,Smoking,1
23007,1620,Smoking,1
23008,1621,Smoking,2
23009,1622,Smoking,12
23010,1623,Smoking,1
23011,1624,Smoking,3
23012,1628,Smoking,2
23013,1713,Smoking,6
23014,1714,Smoking,17
23015,1715,Smoking,59
23016,1716,Smoking,5
23017,1717,Smoking,6
23018,1718,Smoking,3
23019,1719,Smoking,6
23020,1720,Smoking,2
23021,1721,Smoking,1
23022,1722,Smoking,2
23023,1724,Smoking,4
23024,1726,Smoking,1
23025,1727,Smoking,1
23026,1813,Smoking,2
23027,1814,Smoking,61
23028,1815,Smoking,42
23029,1816,Smoking,5
23030,1817,Smoking,5
23031,1818,Smoking,7
23032,1819,Smoking,9
23033,1820,Smoking,7
23034,1821,Smoking,5
23035,1823,Smoking,11
23036,1824,Smoking,7
23037,1825,Smoking,3
23038,1826,Smoking,5
23039,1830,Smoking,1
23040,1914,Smoking,11
23041,1915,Smoking,8
23042,1916,Smoking,11
23043,1917,Smoking,3
23044,1918,Smoking,28
23045,1919,Smoking,10
23046,1920,Smoking,3
23047,1923,Smoking,7
23048,1924,Smoking,7
23049,1925,Smoking,12
23050,1926,Smoking,1
23051,1928,Smoking,1
23052,1929,Smoking,2
23053,2014,Smoking,4
23054,2015,Smoking,15
23055,2016,Smoking,5
23056,2017,Smoking,7
23057,2018,Smoking,2
23058,2019,Smoking,7
23059,2022,Smoking,2
23060,2026,Smoking,2
23061,2027,Smoking,1
23062,2115,Smoking,10
23063,2116,Smoking,10
23064,2117,Smoking,17
23065,2119,Smoking,3
23066,2120,Smoking,1
23067,2122,Smoking,1
23068,2124,Smoking,1
23069,2125,Smoking,2
23070,2216,Smoking,11
23071,2217,Smoking,43
23072,2218,Smoking,6
23073,2220,Smoking,1
23074,2221,Smoking,1
23075,2316,Smoking,25
23076,2317,Smoking,25
23077,2318,Smoking,10
23078,2319,Smoking,7
23079,2320,Smoking,6
23080,2322,Smoking,1
23081,2417,Smoking,16
23082,2418,Smoking,7
23083,2419,Smoking,6
23084,2420,Smoking,7
23085,2421,Smoking,11
23086,2422,Smoking,3
23087,2423,Smoking,3
23088,2424,Smoking,1
23089,2517,Smoking,34
23090,2518,Smoking,4
23091,2519,Smoking,3
23092,2520,Smoking,10
23093,2521,Smoking,1
23094,2522,Smoking,7
23095,2523,Smoking,4
23096,2524,Smoking,1
23097,2525,Smoking,1
23098,2526,Smoking,2
23099,2617,Smoking,3
23100,2618,Smoking,18
23101,2619,Smoking,17
23102,2620,Smoking,10
23103,2621,Smoking,9
23104,2622,Smoking,2
23105,2623,Smoking,2
23106,2718,Smoking,1
23107,2719,Smoking,10
23108,2720,Smoking,14
23109,2721,Smoking,7
23110,2722,Smoking,2
23111,2723,Smoking,1
23112,2819,Smoking,10
23113,2821,Smoking,2
23114,2919,Smoking,1
23115,2921,Smoking,3
23116,2922,Smoking,1
23117,3019,Smoking,1
23118,0,Snow,3
23119,100,Snow,2
23120,101,Snow,1
23121,102,Snow,3
23122,103,Snow,2
23123,201,Snow,1
23124,202,Snow,1
23125,203,Snow,4
23126,204,Snow,6
23127,205,Snow,8
23128,301,Snow,1
23129,302,Snow,5
23130,303,Snow,8
23131,304,Snow,7
23132,305,Snow,6
23133,306,Snow,6
23134,403,Snow,5
23135,404,Snow,6
23136,405,Snow,10
23137,406,Snow,10
23138,407,Snow,4
23139,408,Snow,5
23140,506,Snow,9
23141,507,Snow,9
23142,508,Snow,3
23143,509,Snow,1
23144,515,Snow,1
23145,517,Snow,1
23146,521,Snow,1
23147,522,Snow,4
23148,523,Snow,3
23149,603,Snow,2
23150,605,Snow,12
23151,606,Snow,5
23152,607,Snow,3
23153,608,Snow,4
23154,609,Snow,5
23155,610,Snow,1
23156,615,Snow,4
23157,616,Snow,5
23158,617,Snow,4
23159,618,Snow,1
23160,623,Snow,1
23161,624,Snow,2
23162,625,Snow,1
23163,704,Snow,4
23164,705,Snow,3
23165,706,Snow,4
23166,707,Snow,8
23167,708,Snow,12
23168,709,Snow,14
23169,710,Snow,5
23170,713,Snow,2
23171,714,Snow,11
23172,715,Snow,4
23173,716,Snow,7
23174,717,Snow,2
23175,719,Snow,1
23176,724,Snow,2
23177,804,Snow,2
23178,805,Snow,2
23179,806,Snow,7
23180,807,Snow,11
23181,808,Snow,3
23182,809,Snow,13
23183,810,Snow,5
23184,812,Snow,7
23185,813,Snow,5
23186,814,Snow,10
23187,815,Snow,8
23188,816,Snow,2
23189,817,Snow,5
23190,818,Snow,5
23191,819,Snow,2
23192,824,Snow,4
23193,905,Snow,12
23194,906,Snow,6
23195,907,Snow,8
23196,908,Snow,12
23197,909,Snow,11
23198,912,Snow,6
23199,913,Snow,9
23200,914,Snow,4
23201,915,Snow,4
23202,916,Snow,3
23203,917,Snow,5
23204,918,Snow,10
23205,919,Snow,2
23206,1006,Snow,1
23207,1008,Snow,3
23208,1009,Snow,13
23209,1010,Snow,1
23210,1012,Snow,1
23211,1013,Snow,5
23212,1014,Snow,8
23213,1015,Snow,16
23214,1016,Snow,12
23215,1017,Snow,3
23216,1019,Snow,5
23217,1020,Snow,1
23218,1113,Snow,1
23219,1114,Snow,4
23220,1115,Snow,10
23221,1116,Snow,7
23222,1117,Snow,1
23223,1118,Snow,5
23224,1122,Snow,1
23225,1123,Snow,1
23226,1127,Snow,1
23227,1129,Snow,1
23228,1214,Snow,9
23229,1215,Snow,19
23230,1216,Snow,5
23231,1217,Snow,7
23232,1218,Snow,3
23233,1219,Snow,4
23234,1220,Snow,3
23235,1221,Snow,1
23236,1222,Snow,4
23237,1224,Snow,1
23238,1226,Snow,1
23239,1227,Snow,1
23240,1314,Snow,7
23241,1315,Snow,10
23242,1316,Snow,8
23243,1317,Snow,1
23244,1318,Snow,8
23245,1319,Snow,3
23246,1320,Snow,3
23247,1321,Snow,5
23248,1322,Snow,4
23249,1323,Snow,4
23250,1324,Snow,4
23251,1325,Snow,1
23252,1327,Snow,3
23253,1328,Snow,1
23254,1329,Snow,1
23255,1413,Snow,1
23256,1414,Snow,6
23257,1415,Snow,6
23258,1416,Snow,8
23259,1417,Snow,3
23260,1418,Snow,1
23261,1419,Snow,2
23262,1420,Snow,2
23263,1421,Snow,2
23264,1422,Snow,7
23265,1423,Snow,1
23266,1424,Snow,4
23267,1425,Snow,1
23268,1426,Snow,3
23269,1427,Snow,4
23270,1428,Snow,1
23271,1514,Snow,2
23272,1516,Snow,10
23273,1517,Snow,5
23274,1518,Snow,5
23275,1519,Snow,7
23276,1520,Snow,4
23277,1521,Snow,2
23278,1522,Snow,3
23279,1523,Snow,8
23280,1524,Snow,15
23281,1525,Snow,5
23282,1526,Snow,5
23283,1527,Snow,6
23284,1528,Snow,4
23285,1529,Snow,1
23286,1613,Snow,1
23287,1614,Snow,12
23288,1616,Snow,8
23289,1617,Snow,1
23290,1618,Snow,2
23291,1619,Snow,1
23292,1620,Snow,5
23293,1621,Snow,2
23294,1622,Snow,9
23295,1623,Snow,3
23296,1624,Snow,9
23297,1625,Snow,4
23298,1626,Snow,3
23299,1627,Snow,2
23300,1628,Snow,1
23301,1629,Snow,1
23302,1713,Snow,2
23303,1714,Snow,10
23304,1715,Snow,2
23305,1716,Snow,6
23306,1717,Snow,3
23307,1718,Snow,6
23308,1719,Snow,4
23309,1720,Snow,2
23310,1721,Snow,1
23311,1722,Snow,4
23312,1723,Snow,2
23313,1724,Snow,4
23314,1725,Snow,1
23315,1726,Snow,2
23316,1728,Snow,1
23317,1729,Snow,2
23318,1813,Snow,3
23319,1814,Snow,10
23320,1815,Snow,8
23321,1816,Snow,3
23322,1817,Snow,10
23323,1818,Snow,5
23324,1819,Snow,3
23325,1820,Snow,4
23326,1821,Snow,1
23327,1822,Snow,3
23328,1823,Snow,2
23329,1824,Snow,6
23330,1825,Snow,1
23331,1826,Snow,2
23332,1827,Snow,1
23333,1828,Snow,2
