zip_code,residential_units,land_sq_feet,gross_sq_feet,year_built,sale_price,sale_date
11204,2,2000,3300,1901,545000,2006-02-15
11204,2,2450,3036,1930,630000,2006-02-01
11204,1,2667,1756,1925,736000,2004-10-12
11204,2,1939,2128,1930,178464,2006-10-17
11204,2,1700,1478,1925,550000,2010-08-05
11204,2,2500,2480,1925,600000,2004-01-12
11204,1,1800,1836,1925,608000,2010-05-21
11204,2,1603,1600,1920,206213,2008-01-17
11204,2,2450,2098,1925,640000,2012-03-30
11204,2,2800,1720,1925,150000,2007-04-23
11204,2,1260,1760,1920,439000,2004-11-05
11204,2,2467,2592,1920,600500,2003-11-05
11204,2,2568,3168,1899,420995,2003-02-13
11204,3,2700,3360,1930,769000,2010-05-27
11204,2,2705,4284,1920,830500,2011-02-03
11204,2,2500,2400,1930,540000,2003-08-08
11204,1,2700,2476,1930,595000,2006-05-16
11204,2,2517,3000,1930,525000,2005-05-23
11204,2,2000,3072,1910,680000,2007-02-01
11204,3,2000,3108,1910,700000,2006-05-24
11204,2,1458,1633,1940,615000,2011-01-13
11204,3,2003,2520,1910,760000,2012-07-11
11204,2,3700,2400,1950,778000,2012-10-10
11204,3,2800,3840,1925,975000,2011-11-02
11204,2,1600,2460,1920,645000,2011-12-30
11204,3,2003,2585,1970,850000,2010-12-21
11204,2,2504,4900,1925,750000,2004-01-07
11204,2,2500,3720,1930,170000,2003-08-04
11204,4,2667,3000,1931,950000,2011-02-01
11204,1,1800,1732,1940,380000,2003-10-28
11204,2,3005,1908,1925,800000,2012-09-06
11204,1,1750,1020,1910,600000,2012-07-23
11204,2,2500,3300,1930,780000,2009-05-07
11204,1,2000,2016,1925,439000,2007-06-04
11204,2,1833,1551,1930,661280,2009-12-17
11204,2,2000,3150,1910,477000,2003-11-21
11204,2,2705,4284,1920,740000,2003-10-01
11204,2,3000,2163,1915,650000,2011-01-10
11204,2,1150,1328,1930,200000,2008-04-18
11204,2,2000,2160,1920,549000,2006-09-07
11204,2,2400,2520,1925,640000,2012-09-18
11204,2,4000,2230,1930,280000,2005-06-23
11204,6,2625,5214,1927,200000,2003-08-26
11204,2,2504,2120,1915,320000,2007-02-08
11204,2,2093,3600,1930,855000,2010-08-10
11204,2,2000,2736,1960,550000,2003-12-29
11204,2,1867,2958,1930,700000,2010-04-29
11204,2,2925,1444,1930,750000,2006-06-06
11204,4,2800,3600,1926,455000,2003-01-17
11204,4,2567,3280,1931,720000,2004-05-24
11204,2,2000,3360,1925,830500,2005-02-23
11204,2,2300,2480,1915,720000,2007-10-19
11204,1,1957,3979,1930,400000,2010-08-09
11204,2,1150,1536,1930,370000,2003-12-19
11204,2,3005,4312,2009,225000,2010-06-10
11204,1,1742,1575,1935,325000,2004-01-08
11204,2,2400,2044,1930,644000,2005-01-04
11204,3,3005,3632,1975,995000,2008-05-29
11204,1,1800,1792,1920,515000,2004-08-24
11204,1,2400,1372,1925,570000,2012-11-29
11204,3,2400,2560,1930,710000,2006-06-05
11204,1,1500,1026,1910,430000,2010-10-27
11204,2,1150,1328,1930,530000,2009-11-17
11204,1,4608,1216,1930,980000,2012-05-02
11204,1,1800,2304,1920,613000,2005-11-21
11204,2,2003,4900,1989,440000,2011-04-15
11204,1,2000,1404,1925,445000,2003-03-06
11204,2,2000,1600,1930,570000,2005-11-10
11204,4,2500,3040,1924,900000,2009-01-14
11204,3,2925,4086,1920,181875,2005-03-08
11204,2,2003,2227,1935,600000,2011-04-01
11204,2,2500,2480,1930,150000,2004-12-09
11204,1,1150,1328,1930,535000,2005-08-17
11204,1,2000,1404,1925,550000,2005-08-09
11204,2,4007,1536,1925,999999,2012-07-16
11204,1,4708,1750,1925,900000,2010-05-26
11204,2,2413,1600,1899,675000,2012-04-23
11204,2,2000,1952,1925,519000,2004-04-29
11204,4,2500,3000,1924,888000,2011-09-08
11204,2,2600,1840,1960,730000,2007-07-25
11204,3,2000,3336,1901,525000,2003-08-01
11204,4,2667,3200,1925,660000,2003-11-25
11204,2,3680,1280,1930,975000,2012-11-13
11204,2,2000,3035,1950,670000,2008-05-12
11204,2,1320,2098,1935,605000,2011-10-06
11204,1,2095,1800,1920,750000,2008-12-23
11204,1,2204,3912,1925,620500,2004-01-19
11204,2,2500,2418,1915,555000,2006-09-14
11204,4,2500,3200,1925,400000,2010-11-03
11204,2,2902,1328,1920,620000,2011-01-04
11204,2,2500,3000,1925,835000,2009-03-27
11204,1,3000,1563,1920,475000,2003-10-28
11204,2,2003,1840,1960,750000,2007-05-01
11204,2,2400,1884,1930,620000,2012-06-27
11204,1,2300,1648,1925,570000,2011-09-01
11204,2,2304,2736,1925,895000,2012-08-27
11204,2,2000,1790,1920,610000,2005-10-07
11204,3,2500,2800,1925,790000,2005-03-04
11204,1,2070,1920,1955,975000,2006-04-21
11204,3,2500,3900,1910,780000,2011-09-12
11204,1,2404,2497,1930,820000,2008-02-14
11204,1,2003,2368,1920,525000,2012-08-23
11204,2,2000,2292,1925,400000,2004-07-07
11204,2,1540,1903,1935,450000,2003-11-05
11204,2,2003,2344,1925,670000,2011-04-04
11204,2,2425,2008,1930,635000,2008-08-28
11204,2,2450,1760,1930,520000,2005-08-03
11204,2,1600,2700,1910,710000,2008-12-22
11204,2,2000,2016,1925,640000,2005-10-03
11204,3,4000,2780,1901,895000,2009-09-02
11204,2,3005,2854,1965,820000,2005-01-28
11204,2,2450,2640,1930,780000,2007-04-27
11204,3,1583,2682,1945,470000,2003-03-17
11204,1,2000,1600,1930,460000,2003-09-12
11204,1,3205,4116,1925,850000,2003-10-21
11204,2,2400,2044,1930,200000,2003-05-01
11204,2,3000,2040,1935,920000,2009-11-19
11204,2,2500,3600,1925,680000,2009-04-08
11204,2,1440,1633,1935,546500,2007-02-15
11204,2,2283,1800,1930,450000,2004-01-01
11204,2,2025,1656,1920,640500,2005-11-07
11204,2,2000,2412,1925,425000,2005-02-03
11204,2,2475,1484,1960,565000,2004-07-15
11204,4,2650,3520,1931,740000,2005-01-27
11204,1,1150,1240,1930,398000,2012-02-01
11204,2,2500,2480,1925,480000,2003-09-24
11204,1,3356,7500,2004,672450,2008-07-24
11204,2,1972,2835,1920,740000,2011-01-26
11204,3,2179,5420,2007,525000,2003-07-16
11204,2,2575,2840,1930,400000,2007-12-28
11204,1,2003,4448,1930,525000,2008-10-07
11204,2,2300,2744,1925,292039,2007-05-23
11204,2,2000,3300,1901,705000,2006-05-01
11204,1,3150,1428,1935,570000,2003-05-01
11204,4,2667,3439,1931,700000,2008-01-17
11204,2,2000,2220,1925,405000,2004-03-18
11204,2,2000,1832,1930,608000,2009-12-03
11204,1,1853,1512,1925,513000,2003-12-09
11204,3,2017,2600,1910,750000,2008-08-26
11204,2,1800,2124,1925,472000,2008-06-11
11204,1,2000,1312,1920,430000,2004-07-01
11204,4,2775,3510,1931,890000,2007-02-23
11204,1,2475,1564,1960,740000,2012-12-04
11204,3,2358,2546,1930,880000,2009-04-28
11204,1,2000,1384,1925,555000,2012-04-17
11204,2,2200,3206,1950,705000,2009-03-12
11204,3,2003,2387,1940,720000,2009-07-21
11204,2,2554,4340,1930,495000,2004-03-16
11204,3,3000,3762,1930,960000,2009-02-02
11204,1,2003,3080,1920,650000,2008-12-16
11204,1,2000,1380,1925,516000,2006-12-18
11204,1,1800,1836,1925,450000,2010-10-29
11204,2,2325,3132,1925,640000,2003-09-03
11204,4,3055,3280,1930,935000,2011-04-05
11204,1,1150,1328,1930,499990,2005-05-20
11204,2,2500,2719,1930,510000,2003-08-05
11204,4,2667,3600,1926,960000,2012-06-07
11204,1,1750,1020,1910,540000,2007-08-07
11204,2,1850,2424,1901,150000,2004-03-22
11204,2,2400,3015,1925,275000,2011-02-09
11204,3,1561,2850,1930,620000,2007-05-29
11204,2,2003,2272,1925,624000,2009-09-14
11204,2,2475,1752,1960,430000,2004-12-03
11204,2,2300,1656,1925,670000,2010-02-24
11204,3,1817,2000,1920,553626,2008-11-01
11204,4,2500,3026,1924,941000,2009-08-27
11204,2,3506,1454,1910,895000,2010-12-09
11204,2,1800,2945,1925,570000,2006-05-10
11204,6,2500,5364,1931,500000,2004-01-08
11204,2,1150,1760,1930,690000,2009-11-23
11204,2,2800,1720,1925,710000,2009-07-09
11204,2,2425,3660,1920,865000,2011-05-02
11204,3,1817,2000,1920,510000,2009-10-02
11204,1,2000,1784,1925,613000,2009-11-12
11204,2,2000,3150,1910,687000,2007-11-27
11204,2,2925,1444,1930,418000,2003-06-04
11204,2,2413,1712,1920,650000,2005-11-08
11204,3,2604,2816,1925,950000,2006-08-07
11204,2,1540,1903,1935,500000,2004-02-10
11204,1,1912,1088,1920,580000,2007-07-02
11204,2,2000,2168,1925,350000,2006-04-18
11204,1,1992,1608,1925,446000,2004-06-29
11204,1,2003,1032,1925,555000,2009-08-13
11204,1,2003,1400,1920,624000,2005-03-30
11204,2,2667,2488,1930,925500,2011-01-18
11204,1,3000,1539,1920,585000,2011-10-12
11204,1,1750,1020,1910,470000,2012-10-05
11204,2,1800,1795,1925,480325,2006-04-11
11204,2,2400,3190,1930,720000,2012-06-20
11204,3,2325,2432,1925,828000,2006-08-14
11204,2,2500,2480,1925,665000,2004-08-20
11204,2,2003,2064,1910,625000,2006-03-07
11204,3,3005,3025,1970,975500,2005-07-07
11204,2,2500,3900,1925,738000,2005-03-11
11204,1,1443,1782,1935,588000,2004-05-06
11204,2,2317,2308,1930,715000,2007-12-11
11204,1,1150,1360,1930,415000,2005-09-19
11204,1,3000,1520,1935,500000,2012-04-03
11204,2,1567,1900,1930,585000,2004-08-18
11204,3,2662,6260,2007,750000,2005-05-27
11204,4,2875,3510,1931,950000,2008-02-20
11204,2,3000,3480,1925,899000,2009-11-19
11204,6,1980,4824,1931,735000,2007-07-17
11204,3,2450,3960,1930,335000,2004-07-26
11204,1,1800,1204,1925,245000,2011-02-03
11204,4,2500,3240,1926,970000,2008-02-25
11204,2,2775,2356,1925,310000,2009-02-13
11204,1,2000,1344,1930,400500,2004-03-22
11204,2,1842,2424,1901,533800,2004-08-17
11204,2,2500,4123,1920,865000,2012-05-08
11204,2,3333,4356,1930,800000,2006-07-05
11204,2,4000,2808,1925,499000,2003-12-22
11204,2,1800,2312,1925,600000,2011-09-29
11204,2,3400,2300,1940,900000,2011-01-27
11204,1,2500,5012,2008,927000,2006-01-30
11204,1,1458,1633,1940,384000,2004-01-06
11204,4,2500,3212,1931,800000,2004-04-26
11204,1,2279,2600,1925,880000,2005-04-04
11204,2,2003,1920,1960,700000,2007-11-15
11204,2,2400,2320,1930,800000,2007-11-15
11204,2,2317,2020,1930,750000,2012-01-23
11204,2,4007,3465,1920,268000,2011-12-01
11204,3,2000,3492,1925,630000,2009-02-03
11204,2,2300,1600,1915,410000,2003-08-18
11204,2,1800,1472,1920,585000,2007-01-04
11204,2,2000,1430,1930,350000,2004-08-06
11204,2,2917,2061,1920,650000,2006-09-05
11204,2,2000,1864,1915,555000,2005-07-21
11204,2,1800,1836,1925,510000,2009-12-02
11204,2,2204,1624,1920,660000,2008-05-23
11204,1,2805,2810,1920,900000,2011-04-12
11204,1,2400,1470,1935,475000,2008-04-29
11204,5,2200,3850,1931,700000,2006-07-19
11204,1,1750,1689,1935,330500,2004-04-21
11204,2,1440,1782,1935,575000,2010-11-17
11204,2,1958,1760,1920,275000,2006-11-13
11204,2,1926,1504,1920,598000,2010-09-24
11204,2,2003,2272,1925,600000,2009-09-14
11204,2,1667,3192,1925,415000,2003-12-11
11204,2,1683,2382,1930,175000,2004-08-10
11204,1,1418,1872,1970,550000,2010-10-25
11204,2,2500,2664,1925,750000,2011-06-03
11204,4,2700,3520,1931,900000,2012-11-14
11204,2,1850,2424,1901,675000,2009-02-06
11204,2,4000,4614,2007,200000,2003-12-04
11204,2,2500,2480,1930,730000,2008-07-21
11204,1,2003,2500,1925,225000,2009-03-12
11204,1,2504,3000,1925,600000,2005-04-04
11204,1,2400,2128,1930,450500,2004-01-05
11204,2,3000,2440,1930,750000,2011-07-05
11204,2,2500,2400,1930,750000,2007-01-12
11204,3,2450,4284,1930,935000,2011-06-09
11204,4,2567,3280,1931,790000,2007-12-01
11204,2,1467,2110,1930,249750,2008-01-14
11204,2,2650,2120,1930,635000,2003-11-13
11204,3,2550,3660,1930,680000,2008-05-15
11204,2,2325,2432,1925,625000,2004-07-19
11204,2,2000,1560,1950,650000,2008-04-11
11204,4,2450,3200,1931,999900,2012-11-19
11204,1,2000,1352,1930,360000,2003-07-23
11204,2,2000,2860,1970,499000,2003-08-26
11204,1,1600,1030,1920,510000,2007-12-18
11204,2,2400,2832,1915,637000,2005-10-11
11204,1,1767,1937,1930,548000,2011-04-06
11204,2,2500,2480,1930,780000,2006-02-02
11204,4,2500,3240,1926,990000,2010-06-28
11204,2,4007,4926,1920,475500,2003-08-19
11204,2,3500,2159,1910,893000,2007-05-01
11204,4,2200,2200,1924,850000,2006-06-08
11204,1,1150,1292,1920,280000,2004-06-18
11204,4,2571,3320,1931,800000,2005-11-22
11204,2,2000,1440,1920,389000,2003-08-12
11204,1,3756,2778,1930,600000,2003-04-02
11204,4,2650,3600,1927,785000,2004-06-07
11204,2,2483,3192,1925,565000,2003-10-08
11204,2,1200,2640,1930,690000,2006-10-25
11204,1,1800,2232,1925,575000,2008-08-11
11204,2,4232,3272,1925,950000,2006-09-14
11204,1,2500,3400,1930,760000,2005-11-09
11204,3,2768,4560,2004,400000,2005-08-19
11204,2,2000,1880,1915,800000,2006-06-15
11204,2,2504,2480,1925,475000,2011-01-25
11204,1,2800,1494,1920,499000,2010-06-17
11204,1,2204,2992,1920,770000,2011-05-19
11204,1,1603,1024,1930,456000,2010-02-26
11204,1,2003,2680,1920,625000,2007-10-16
11204,1,1443,1782,1935,550000,2006-10-04
11204,2,2000,2970,1960,675000,2010-10-28
11204,1,2003,3360,1920,675000,2006-06-08
11204,2,2250,3132,1925,740000,2006-08-14
11204,2,2000,1940,1931,373333,2005-03-21
11204,1,3506,1961,1925,495000,2004-06-29
11204,1,1987,2190,1899,390000,2010-08-18
11204,2,1428,1800,1925,700000,2009-10-01
11204,2,2660,1800,1935,690000,2010-03-12
11204,2,2000,3035,1950,810000,2006-12-21
11204,1,2000,1844,1925,450000,2008-10-01
11204,2,2500,3480,1920,203000,2004-05-12
11204,2,2792,4080,1915,728000,2006-09-22
11204,2,2000,2016,1925,730000,2006-12-21
11204,2,1980,1640,1925,380000,2007-06-22
11204,1,2000,1264,1930,475000,2006-03-15
11204,2,2650,2120,1930,810000,2006-10-23
11204,4,2500,3200,1924,800500,2010-07-02
11204,8,2000,5840,1928,962000,2006-07-21
11204,2,1850,10083,1901,155000,2003-02-01
11204,2,2500,3900,1925,712500,2005-02-04
11204,1,2479,1979,1925,540000,2004-12-02
11204,4,2200,3080,1931,583000,2003-02-01
11204,2,2400,2480,1930,860000,2012-02-16
11204,1,2479,1428,1940,910000,2006-10-23
11204,1,1600,3420,1910,400000,2006-07-25
11204,3,2500,4020,1925,590000,2004-01-14
11204,1,1800,1600,1920,650000,2010-12-23
11204,2,1603,2615,1925,645000,2010-09-02
11204,3,2500,4182,1927,770000,2004-12-08
11204,2,2500,3540,1915,712000,2012-04-25
11204,2,2400,2044,1930,675000,2005-08-22
11204,2,1853,1836,1925,500000,2006-09-11
11204,2,1688,1952,1930,700000,2006-06-26
11204,2,2000,3264,1910,465000,2003-08-01
11204,3,2905,3202,1960,435000,2008-02-21
11204,2,1440,1575,1940,605000,2008-09-12
11204,2,2400,2560,1930,600000,2003-05-13
11204,2,2500,1730,1930,795000,2009-04-21
11204,2,2300,1700,1915,539000,2004-06-02
11204,2,2500,2640,1930,440000,2003-03-26
11204,2,2317,2020,1930,610000,2009-04-02
11204,1,2300,1600,1925,650000,2007-12-20
11204,2,2204,1836,1920,815500,2012-02-01
11204,1,1784,4881,1950,365000,2004-07-01
11204,2,2204,3150,1920,700000,2006-01-23
11204,2,2500,2480,1930,545000,2005-03-03
11204,3,2000,4600,2003,752487,2003-10-20
11204,3,2492,2752,1930,703000,2005-02-01
11204,2,2417,2480,1930,555000,2003-01-17
11204,2,2604,2368,1925,745000,2007-03-27
11204,1,3000,2520,1930,527000,2004-08-19
11204,2,4000,3103,1920,750000,2008-05-21
11204,2,2500,2319,1930,750000,2010-12-17
11204,2,2000,2200,1930,400000,2006-07-01
11204,1,3000,1392,1920,670000,2003-03-28
11204,4,2500,3040,1925,795000,2007-10-16
11204,2,2492,2752,1930,853500,2012-02-27
11204,2,2705,2280,1925,610000,2003-02-11
11204,2,1700,2354,1910,509000,2007-01-25
11204,1,2300,1784,1925,639000,2010-03-16
11204,2,2500,3100,1930,658000,2012-03-28
11204,2,1602,2079,1945,628000,2007-06-08
11204,4,2571,3320,1931,905000,2009-12-15
11204,4,2775,3510,1931,935000,2007-10-01
11204,1,1983,1376,1930,572000,2009-06-18
11204,1,2513,4104,1930,660000,2003-09-04
11204,2,2093,3162,1930,825000,2010-03-08
11204,2,2500,3960,1910,650000,2005-02-14
11204,2,3554,1663,1915,580000,2009-06-08
11204,1,2003,4832,1925,450000,2003-01-30
11204,1,2300,1580,1915,557500,2010-09-27
11204,2,2003,3336,1910,805000,2012-04-20
11204,1,1750,1020,1910,300000,2004-07-23
11204,6,2667,5290,1927,763000,2006-10-20
11204,1,2000,1290,1925,620000,2008-10-27
11204,2,2000,1532,1935,435000,2003-12-22
11204,2,2400,2520,1915,588000,2007-09-01
11204,8,4000,10870,2005,680000,2004-10-20
11204,1,1750,1689,1935,510000,2011-09-12
11204,3,1800,2184,1930,605000,2009-05-21
11204,2,1333,1551,1920,348000,2004-08-06
11204,3,4033,3300,1970,819000,2008-07-01
11204,2,2200,2480,1930,850000,2008-07-22
11204,2,2000,1880,1915,450000,2007-03-02
11204,1,1992,1608,1925,523000,2007-03-22
11204,2,2800,2600,1930,918000,2010-12-02
11204,2,2500,1600,1930,510000,2004-04-21
11204,3,3000,4050,1920,965000,2008-10-06
11204,2,2003,1428,1925,550000,2004-12-08
11204,2,2450,3840,1920,650000,2003-01-23
11204,2,1260,1760,1920,490000,2012-11-08
11204,1,1750,1020,1910,392000,2003-11-14
11204,2,2500,2480,1930,890000,2011-06-03
11204,2,1640,1782,1935,670000,2008-06-12
11204,1,2475,1392,1925,690000,2010-03-22
11204,1,2017,2100,1920,750000,2007-10-10
11204,2,2000,1608,1925,370000,2003-05-08
11204,2,2700,3840,1925,550000,2004-05-24
11204,1,2400,1782,1945,475000,2003-02-10
11204,2,2492,2752,1930,860000,2007-06-01
11204,1,2300,1600,1925,590000,2006-09-26
11204,3,3000,3144,1930,850000,2005-08-26
11204,1,2003,1132,1925,580000,2011-07-05
11204,3,4000,4126,1920,820000,2009-07-23
11204,3,1860,2236,1910,750000,2007-07-30
11204,2,2500,2480,1930,895000,2010-09-15
11204,4,2600,3444,1928,450000,2004-02-05
11204,3,3339,4620,1930,950000,2010-06-01
11204,2,2504,1320,1930,225000,2011-07-01
11204,2,2500,2720,1930,870000,2012-08-07
11204,2,2000,2652,1920,698000,2010-04-23
11204,1,1742,1569,1935,412000,2004-10-15
11204,1,3300,2182,1925,960000,2012-08-27
11204,2,2400,2520,1925,560000,2009-04-23
11204,2,2000,3184,1901,480000,2003-12-30
11204,2,2500,1656,1925,730000,2007-05-09
11204,2,1600,2400,1925,900000,2006-01-12
11204,4,2250,3000,1931,725000,2004-03-29
11204,2,2500,2240,1920,310000,2010-08-12
11204,1,2000,2010,1935,630000,2012-08-21
11204,2,3000,1746,1920,770000,2006-06-28
11204,2,2900,3840,1920,900000,2008-07-14
11204,2,2400,1640,1915,690000,2008-03-24
11204,1,2027,4320,1899,475000,2003-06-12
11204,3,2500,4200,1925,726000,2004-05-19
11204,2,2267,1822,1930,775000,2006-09-20
11204,1,2404,1368,1925,610000,2011-11-21
11204,2,2425,2352,1930,740000,2008-09-02
11204,2,2267,1822,1930,567500,2004-06-09
11204,2,1833,1611,1930,702500,2006-08-09
11204,2,2283,1800,1930,515000,2004-04-09
11204,2,2500,3720,1925,875000,2011-01-13
11204,6,2667,4797,1927,890000,2007-07-12
11204,2,2400,2680,1920,705000,2011-09-08
11204,2,2700,3510,1925,600000,2003-09-12
11204,3,2000,2580,1930,314563,2003-02-01
11204,2,1650,1296,1930,250000,2006-03-13
11204,2,1533,2240,1925,680000,2006-04-04
11204,2,2800,2072,1920,375000,2011-07-14
11204,2,2800,3960,1930,805000,2011-06-27
11204,2,2000,1440,1930,664250,2008-03-26
11204,2,1500,1332,1930,530000,2007-03-01
11204,1,4000,1326,1920,600000,2009-03-06
11204,2,2358,1936,1925,710000,2008-12-23
11204,2,2000,1850,1920,562000,2007-12-19
11204,2,2500,3960,1930,675000,2006-08-09
11204,2,2000,3072,1910,515000,2003-11-05
11204,1,2000,2304,1930,300000,2003-07-10
11204,1,1603,1024,1930,490000,2004-01-14
11204,1,2083,1304,1920,558000,2010-01-12
11204,2,2504,1320,1930,600000,2005-04-20
11204,1,3500,2421,1920,703000,2009-03-25
11204,2,2500,2400,1925,770000,2009-09-17
11204,2,2300,2640,1925,635000,2012-02-03
11204,2,2425,2352,1930,680000,2010-07-12
11204,2,2500,2849,1965,860000,2005-07-11
11204,2,1918,1900,1930,675000,2005-05-18
11204,4,2750,3510,1931,745000,2007-04-05
11204,2,2500,2068,1925,540000,2005-06-22
11204,2,3300,3720,1930,950000,2007-07-19
11204,2,2000,1664,1920,468000,2005-03-24
11204,1,1440,1782,1935,550000,2011-04-06
11204,2,1800,1732,1940,520000,2008-08-28
11204,2,2700,2432,1925,610000,2004-02-25
11204,2,1284,1040,1899,425532,2009-05-01
11204,2,2000,1712,1930,470000,2004-08-20
11204,2,2425,2919,1930,575000,2006-03-09
11204,1,1650,1296,1930,540000,2005-05-19
11204,2,1150,1240,1930,470000,2007-10-09
11204,4,2775,3510,1931,995000,2011-03-01
11204,3,2500,2700,1930,758000,2004-12-23
11204,2,3000,1736,1925,670000,2012-04-04
11204,1,1347,1500,1950,490000,2006-02-13
11204,3,2000,1248,1920,620000,2007-08-09
11204,1,2000,1260,1925,410000,2003-06-27
11204,1,3000,1383,1920,600000,2012-05-30
11204,2,2500,2400,1925,860000,2009-07-08
11204,2,2425,2492,1930,850000,2011-02-15
11204,2,1900,1666,1940,420000,2005-09-01
11204,2,2500,2640,1925,796000,2006-03-01
11204,1,1265,1981,1930,541888,2012-04-25
11204,1,2003,1032,1925,425000,2007-05-08
11204,1,1457,1950,1970,520000,2007-11-20
11204,2,2204,1919,1935,805000,2010-01-04
11204,2,3783,2300,1940,374500,2010-02-18
11204,1,2433,1376,1930,530000,2008-12-19
11204,2,1800,1732,1940,592000,2007-09-01
11204,2,2500,2400,1930,725000,2012-01-12
11204,1,2254,3230,1920,675500,2008-06-12
11204,2,1590,3000,1920,738000,2008-11-07
11204,1,2017,2100,1920,590000,2004-02-05
11204,2,2800,2920,1955,985000,2007-12-27
11204,2,1688,1952,1930,610000,2005-08-16
11204,4,2775,3510,1931,495000,2003-05-09
11204,1,2000,1350,1925,535000,2004-12-01
11204,2,2400,2080,1930,660000,2009-02-11
11204,3,2604,4224,1925,930000,2012-05-11
11204,2,2450,2640,1930,560000,2004-03-19
11204,1,1750,1575,1935,550000,2011-02-22
11204,3,2700,4080,1925,990000,2006-02-21
11204,3,2554,2400,1930,650000,2005-03-24
11204,2,2000,1430,1930,617000,2006-02-01
11204,1,1150,1328,1930,500000,2007-02-26
11204,3,2500,3360,1930,734000,2009-07-01
11204,1,2050,2432,1925,600000,2011-10-03
11204,3,2325,2508,1930,755000,2006-01-13
11204,2,2400,2400,1925,635000,2005-05-27
11204,2,2093,3162,1930,400000,2012-08-01
11204,1,3500,2421,1920,650000,2005-08-16
11204,3,2500,2400,1930,840000,2005-09-26
11204,1,2000,1290,1925,410000,2003-06-02
11204,3,2980,3480,1925,900000,2007-12-15
11204,2,2150,1952,1925,645000,2005-08-09
11204,1,1607,2460,1940,725000,2005-07-27
11204,3,1920,2546,1935,830000,2010-11-17
11204,2,1800,2232,1925,160000,2006-11-15
11204,2,4007,2736,1925,850000,2010-03-25
11204,1,2400,2388,1915,588000,2005-09-20
11204,1,2504,3000,1925,700000,2009-03-19
11204,1,2000,1350,1925,565000,2007-10-16
11204,2,1800,1620,1945,630500,2005-06-24
11204,2,2833,2320,1925,758000,2005-04-29
11204,1,1700,1622,1925,640000,2006-01-18
11204,3,2600,4020,1930,838000,2005-06-20
11204,3,2401,3200,1930,860000,2008-08-26
11204,1,1603,1242,1925,400000,2003-11-25
11204,3,2050,3267,1935,745000,2008-08-25
11204,2,2250,3804,1930,450000,2008-06-26
11204,1,1667,1320,1920,527500,2007-11-19
11204,2,3200,2024,1930,640000,2003-12-17
11204,3,2350,3162,1930,848800,2008-06-16
11204,3,4007,2695,1930,990000,2011-02-16
11204,2,3000,3840,1930,350000,2012-12-24
11204,2,2800,2072,1920,940000,2008-02-27
11204,2,2300,1736,1925,733800,2008-05-15
11204,2,1533,2240,1925,330000,2011-08-11
11204,2,3750,2304,1925,955000,2012-04-16
11204,2,3000,1746,1920,325000,2010-11-15
11204,3,2500,2600,1920,588000,2003-10-08
11204,1,3300,1920,1925,749000,2006-02-23
11204,4,2158,3280,1931,610000,2004-03-30
11204,2,3150,2595,1935,720000,2006-04-12
11204,2,2500,3720,1925,785000,2005-03-07
11204,3,2883,4554,1935,990000,2010-04-29
11204,2,1600,2464,1925,650000,2007-08-13
11204,2,2483,3192,1925,760000,2006-02-01
11204,1,2705,1515,1920,785000,2011-04-11
11204,1,2000,1288,1920,475000,2007-03-26
11204,2,1639,1356,1925,436000,2004-05-19
11204,2,2492,2480,1920,700000,2005-01-12
11204,3,2000,3080,2003,752487,2003-10-21
11204,2,2452,1920,1950,730500,2010-06-15
11204,2,2000,3300,1901,702200,2007-09-24
11204,2,2003,4200,1910,797500,2006-06-09
11204,2,2800,2680,1930,395500,2005-06-28
11204,1,1983,2800,1930,595000,2006-03-03
11204,3,2003,5120,1975,350000,2003-03-10
11204,2,2003,1320,1920,325000,2004-11-08
11204,2,3150,1428,1935,675000,2003-12-15
11204,2,1700,1478,1925,480000,2010-03-23
11204,2,1150,1240,1930,390000,2007-03-06
11204,1,2000,1326,1925,453000,2003-11-25
11204,1,1750,1589,1930,580000,2008-12-16
11204,1,2000,1428,1920,600000,2007-10-24
11204,3,2550,3660,1930,610000,2004-07-29
11204,6,5003,7614,2007,660000,2006-07-26
11204,1,2160,4876,2003,710000,2003-10-23
11204,2,1800,1768,1920,720000,2008-07-15
11204,1,2279,1870,1920,750000,2009-01-05
11204,2,2500,3200,1920,860000,2007-12-17
11204,3,1800,3000,1925,920000,2008-05-12
11204,2,2500,2400,1925,500000,2003-03-10
11204,3,1843,3310,1991,785000,2005-03-29
11204,4,3005,1600,1931,905000,2009-03-05
11204,2,4000,2320,1925,844000,2012-02-01
11204,1,1800,1472,1920,575000,2005-08-30
11204,2,1910,2820,1925,465500,2003-06-01
11204,2,2425,2919,1930,500000,2003-01-23
11204,4,2500,3337,1931,930000,2011-01-10
11204,4,2650,3520,1931,185000,2005-08-05
11204,2,1150,2492,1930,465000,2003-11-06
11204,1,2100,1782,1945,620000,2011-08-18
11204,2,2500,2240,1920,898000,2011-12-15
11204,2,1520,1900,1930,665000,2006-04-10
11204,2,2875,2248,1930,810000,2008-07-22
11204,3,2475,2680,1940,635000,2004-01-27
11204,2,2078,1868,1905,336000,2003-03-19
11204,2,2000,1440,1930,512000,2003-05-30
11204,2,2650,2229,1930,848000,2010-11-23
11204,2,2184,1674,1950,625000,2006-03-16
11204,2,1440,1732,1940,578000,2011-09-29
11204,2,1959,2000,1930,490000,2011-01-05
11204,2,2300,1834,1925,600000,2005-06-29
11204,1,1150,1328,1930,515000,2008-05-30
